player,team,minutes_played,finishing_quality,chance_creation,ball_progression,one_v_one,off_ball_movement,defensive_contribution,matches_played,full_match_equivalent,composite_score,competition_id,season_id
Federico Vico Villegas,Granada,7.83,7.0,7.0,10.0,7.0,7.0,7.0,1,0.1,7.5,11,90
Alessandro Longhi,Sassuolo,3.53,7.0,7.0,8.17,7.0,7.0,7.0,1,0.0,7.2,12,27
Lorenz Assignon,Rennes,19.98,7.0,7.0,7.53,7.0,7.0,7.0,1,0.2,7.09,7,235
Irvin Cardona,Stade Brestois,6.95,7.0,7.0,7.43,7.0,7.0,7.0,1,0.1,7.07,7,235
Davide Brivio,Atalanta,18.88,7.0,7.0,7.03,7.0,7.0,7.0,2,0.2,7.01,12,27
Ivane Chegra,AC Ajaccio,24.0,7.0,7.0,6.94,7.0,7.0,7.0,1,0.3,6.99,7,235
Mohamed Zeki Amdouni,Switzerland,6.72,7.0,7.0,6.81,7.0,7.0,7.0,1,0.1,6.97,55,282
Luis Javier Suárez Charris,Granada,84.0,7.0,7.0,5.7,7.0,7.0,8.06,1,0.9,6.96,11,90
Abdessamad Ezzalzouli,Morocco,55.95,7.0,7.0,5.3,7.0,7.0,8.3,1,0.6,6.93,43,106
Alberth Josué Elis Martínez,Bordeaux,67.0,7.0,7.0,5.41,7.0,7.0,8.02,1,0.7,6.91,7,108
Diego Alejandro Rolan Silva,Deportivo Alavés,45.0,7.0,7.0,5.59,7.0,7.0,7.86,1,0.5,6.91,11,4
Gerard Gumbau Garriga,Leganés,18.93,7.0,7.0,6.4,7.0,7.0,7.0,1,0.2,6.9,11,4
Takehiro Tomiyasu,Japan,28.98,7.0,7.0,6.38,7.0,7.0,7.0,1,0.3,6.9,43,106
Hee-Chan Hwang,South Korea,31.68,7.0,7.0,6.3,7.0,7.0,7.0,1,0.4,6.88,43,106
Keanu Baccus,Australia,51.98,7.0,7.0,5.52,7.0,7.0,7.69,1,0.6,6.87,43,106
Karim Laribi,Sassuolo,26.85,7.0,7.0,6.17,7.0,7.0,7.0,2,0.3,6.86,12,27
Jeremy Leonel Sarmiento Morante,Ecuador,24.95,7.0,7.0,6.19,7.0,7.0,7.0,1,0.3,6.86,43,106
Iñigo Córdoba Kerejeta,Athletic Club,56.0,7.0,7.0,5.24,7.0,7.0,7.82,1,0.6,6.84,11,42
Arnaud Nordin,Saint-Étienne,65.0,7.0,7.0,4.84,7.0,7.0,8.22,1,0.7,6.84,7,108
Gaël Kakuta,Lens,53.0,7.0,7.0,5.9,7.0,7.0,7.0,1,0.6,6.82,7,108
Eden Hazard,Belgium,2.75,7.0,7.0,5.94,7.0,7.0,7.0,1,0.0,6.82,43,106
Eren Sami Dinkçi,FC Heidenheim,77.0,7.0,7.0,5.08,7.0,7.0,7.84,1,0.9,6.82,9,281
Takefusa Kubo,Japan,90.0,7.0,7.0,5.23,7.0,7.0,7.61,2,1.0,6.81,43,106
Allan Romeo Nyom,Leganés,6.97,7.0,7.0,5.85,7.0,7.0,7.0,1,0.1,6.81,11,4
Javier Eraso Goñi,Leganés,32.93,7.0,7.0,4.8,7.0,7.0,8.05,1,0.4,6.81,11,42
Selim Amallah,Morocco,27.97,7.0,7.0,5.86,7.0,7.0,7.0,1,0.3,6.81,43,106
Nabil El Zhar,Leganés,84.0,7.0,7.0,4.93,7.0,7.0,7.94,1,0.9,6.81,11,4
Jamie Jermaine Bynoe-Gittens,Borussia Dortmund,63.0,7.0,7.0,5.38,7.0,7.0,7.43,1,0.7,6.8,9,281
Silas Katompa Mvumpa,VfB Stuttgart,12.93,7.0,7.0,5.79,7.0,7.0,7.0,1,0.1,6.8,9,281
Tim Matavž,Genoa,13.9,7.0,7.0,5.77,7.0,7.0,7.0,1,0.2,6.79,12,27
Adrien Truffert,Rennes,5.65,7.0,7.0,5.71,7.0,7.0,7.0,1,0.1,6.79,7,108
Martin Baturina,Croatia,11.88,7.0,7.0,5.72,7.0,7.0,7.0,1,0.1,6.79,55,282
Panagiotis Tachtsidis,Genoa,0.75,7.0,7.0,5.72,7.0,7.0,7.0,1,0.0,6.79,12,27
Gaëtan Perrin,Auxerre,41.88,7.0,7.0,5.71,7.0,7.0,7.0,2,0.5,6.79,7,235
Darko Brašanac,Deportivo Alavés,48.97,7.0,7.0,5.76,7.0,7.0,7.0,1,0.5,6.79,11,4
Jewison Bennette,Costa Rica,115.77,7.0,7.0,5.06,7.0,7.0,7.63,3,1.3,6.78,43,106
Hattan Babhir,Saudi Arabia,9.98,7.0,7.0,5.7,7.0,7.0,7.0,1,0.1,6.78,43,106
Ayoze Pérez Gutiérrez,Spain,15.83,7.0,7.0,5.71,7.0,7.0,7.0,1,0.2,6.78,55,282
Adrián Marín Gómez,Granada,15.88,7.0,7.0,5.68,7.0,7.0,7.0,1,0.2,6.78,11,90
Wallace Oliveira dos Santos,Carpi,18.98,7.0,7.0,5.7,7.0,7.0,7.0,1,0.2,6.78,12,27
Willem Geubbels,Nantes,15.98,7.0,7.0,5.62,7.0,7.0,7.0,1,0.2,6.77,7,108
Matteo Mancosu,Bologna,10.78,7.0,7.0,5.55,7.0,7.0,7.0,1,0.1,6.76,12,27
Silvan Widmer,Udinese,3.75,7.0,7.0,5.56,7.0,7.0,7.0,1,0.0,6.76,12,27
Jonathan de Guzmán,Carpi,25.98,7.0,7.0,5.57,7.0,7.0,7.0,1,0.3,6.76,12,27
Aitor Ruibal García,Real Betis,92.98,7.0,7.0,5.57,7.0,7.0,7.0,2,1.0,6.76,11,90
William Vainqueur,AS Roma,2.37,7.0,7.0,5.58,7.0,7.0,7.0,1,0.0,6.76,12,27
Ray Parlour,Arsenal,12.0,7.0,7.0,5.55,7.0,7.0,7.0,1,0.1,6.76,2,44
Arbër Hoxha,Albania,50.95,7.0,7.0,5.51,7.0,7.0,7.0,2,0.6,6.75,55,282
Patrick Twumasi,Deportivo Alavés,18.97,7.0,7.0,5.53,7.0,7.0,7.0,1,0.2,6.75,11,4
Ibrahima Mbaye,Bologna,19.97,7.0,7.0,5.42,7.0,7.0,7.0,1,0.2,6.74,12,27
Qazim Laçi,Albania,24.88,7.0,7.0,5.41,7.0,7.0,7.0,1,0.3,6.74,55,282
Takuma Asano,Bochum,61.0,7.0,7.0,4.61,7.0,7.0,7.83,2,0.7,6.74,9,281
Eberechi Eze,England,60.92,7.0,7.0,5.36,7.0,7.0,7.0,2,0.7,6.73,55,282
Anthony Gordon,England,4.65,7.0,7.0,5.39,7.0,7.0,7.0,1,0.1,6.73,55,282
Wilson Isidor,AS Monaco,8.9,7.0,7.0,5.33,7.0,7.0,7.0,1,0.1,6.72,7,108
Dan Ndoye,Switzerland,85.0,7.0,7.0,4.51,7.0,7.0,7.8,1,0.9,6.72,55,282
Brenden Aaronson,United States,84.95,7.0,7.0,5.02,7.0,7.0,7.28,2,0.9,6.72,43,106
Karim-David Adeyemi,Borussia Dortmund,29.87,7.0,7.0,5.34,7.0,7.0,7.0,1,0.3,6.72,9,281
Pablo Ezequiel De Blasis,Eibar,26.93,7.0,7.0,5.34,7.0,7.0,7.0,1,0.3,6.72,11,4
Valentin Mihai Mihăilă,Romania,29.98,7.0,7.0,5.34,7.0,7.0,7.0,1,0.3,6.72,55,282
Mario Barwuah Balotelli,AC Milan,34.98,7.0,7.0,5.34,7.0,7.0,7.0,1,0.4,6.72,12,27
Saba Lobzhanidze,Georgia,11.92,7.0,7.0,5.25,7.0,7.0,7.0,1,0.1,6.71,55,282
Javairô Dilrosun,Bordeaux,10.98,7.0,7.0,5.23,7.0,7.0,7.0,1,0.1,6.71,7,108
Christian Fassnacht,Switzerland,14.98,7.0,7.0,5.27,7.0,7.0,7.0,1,0.2,6.71,43,106
Marcello Trotta,Sassuolo,19.97,7.0,7.0,5.26,7.0,7.0,7.0,1,0.2,6.71,12,27
Umar Sadiq Mesbah,AS Roma,43.42,7.0,7.0,5.24,7.0,7.0,7.0,3,0.5,6.71,12,27
Alan Virginius,Lille,9.88,7.0,7.0,5.23,7.0,7.0,7.0,1,0.1,6.71,7,235
Aaron Mattia Tabacchi,Bologna,8.97,7.0,7.0,5.19,7.0,7.0,7.0,1,0.1,6.7,12,27
Siriki Dembele,Auxerre,8.82,7.0,7.0,5.19,7.0,7.0,7.0,1,0.1,6.7,7,235
Mathis Rayan Cherki,Lyon,15.98,7.0,7.0,5.17,7.0,7.0,7.0,1,0.2,6.7,7,108
Sékou Mara,Bordeaux,23.97,7.0,7.0,4.52,7.0,7.0,7.68,1,0.3,6.7,7,108
Giampaolo Pazzini,Hellas Verona,35.92,7.0,7.0,5.2,7.0,7.0,7.0,2,0.4,6.7,12,27
Rodrygo Silva de Goes,Brazil,20.98,7.0,7.0,5.23,7.0,7.0,7.0,1,0.2,6.7,43,106
Rafael Alexandre Conceição Leão,Portugal,120.77,7.0,7.0,5.21,7.0,7.0,7.0,5,1.3,6.7,43,106
Roberto Carlos Alvarado Hernández,Mexico,23.98,7.0,7.0,5.15,7.0,7.0,7.0,1,0.3,6.69,43,106
Federico Bonazzoli,Sampdoria,22.9,7.0,7.0,5.16,7.0,7.0,7.0,2,0.3,6.69,12,27
Thomas Lemar,Atlético Madrid,12.0,7.0,7.0,5.17,7.0,7.0,7.0,1,0.1,6.69,11,90
Takumi Minamino,Japan,71.53,7.0,7.0,5.13,7.0,7.0,7.0,3,0.8,6.69,43,106
Iker Muniain Goñi,Athletic Club,36.97,7.0,7.0,5.11,7.0,7.0,7.0,1,0.4,6.69,11,42
Kang-In Lee,South Korea,22.98,7.0,7.0,5.15,7.0,7.0,7.0,1,0.3,6.69,43,106
Fermin Lopez Marin,Spain,32.97,7.0,7.0,5.15,7.0,7.0,7.0,1,0.4,6.69,55,282
Michael Ijemuan Folorunsho,Italy,2.55,7.0,7.0,5.08,7.0,7.0,7.0,1,0.0,6.68,55,282
Jens Petter Hauge,Eintracht Frankfurt,20.97,7.0,7.0,5.08,7.0,7.0,7.0,1,0.2,6.68,9,281
Jacob Bruun Larsen,Denmark,12.93,7.0,7.0,5.07,7.0,7.0,7.0,1,0.1,6.68,55,282
Yvandro Borges Sanches,Borussia Mönchengladbach,12.95,7.0,7.0,5.07,7.0,7.0,7.0,1,0.1,6.68,9,281
Kévin Constant,Bologna,12.98,7.0,7.0,5.06,7.0,7.0,7.0,1,0.1,6.68,12,27
Manuel Agudo Durán,Sevilla,45.0,7.0,7.0,5.06,7.0,7.0,7.0,1,0.5,6.68,11,42
Nikola Vlašić,Croatia,196.83,7.0,7.0,5.06,7.0,7.0,7.0,5,2.2,6.68,43,106
Konrad De La Fuente,Marseille,22.98,7.0,7.0,5.09,7.0,7.0,7.0,1,0.3,6.68,7,108
Bryan Ruiz González,Costa Rica,36.95,7.0,7.0,5.1,7.0,7.0,7.0,1,0.4,6.68,43,106
Abel Ruiz Ortega,Barcelona,25.98,7.0,7.0,5.05,7.0,7.0,7.0,1,0.3,6.68,11,4
Miralem Pjanić,AS Roma,16.98,7.0,7.0,5.09,7.0,7.0,7.0,1,0.2,6.68,12,27
Ibrahim Salah,Rennes,16.97,7.0,7.0,5.07,7.0,7.0,7.0,1,0.2,6.68,7,235
Jerry Uche Mbakogu,Carpi,22.98,7.0,7.0,5.11,7.0,7.0,7.0,1,0.3,6.68,12,27
Christian Mougang Bassogog,Cameroon,66.98,7.0,7.0,5.07,7.0,7.0,7.0,1,0.7,6.68,43,106
Cristian Raimondi,Atalanta,136.7,7.0,7.0,5.09,7.0,7.0,7.0,6,1.5,6.68,12,27
Johan Alberto Venegas Ulloa,Costa Rica,73.0,7.0,7.0,4.69,7.0,7.0,7.4,1,0.8,6.68,43,106
John McGinn,Scotland,64.0,7.0,7.0,5.05,7.0,7.0,7.0,1,0.7,6.67,55,282
Julien Duranville,Borussia Dortmund,13.87,7.0,7.0,5.03,7.0,7.0,7.0,1,0.2,6.67,9,281
Kamil Grosicki,Poland,9.73,7.0,7.0,5.01,7.0,7.0,7.0,1,0.1,6.67,43,106
Carles Aleña Castillo,Barcelona,11.98,7.0,7.0,5.04,7.0,7.0,7.0,1,0.1,6.67,11,4
Roberto Soriano,Sampdoria,49.9,7.0,7.0,4.94,7.0,7.0,7.0,2,0.6,6.66,12,27
Brennan Johnson,Wales,45.95,7.0,7.0,4.94,7.0,7.0,7.0,1,0.5,6.66,43,106
Chris Führich,Germany,20.97,7.0,7.0,4.97,7.0,7.0,7.0,1,0.2,6.66,55,282
Thomas Müller,Germany,18.97,7.0,7.0,4.98,7.0,7.0,7.0,1,0.2,6.66,55,282
Georges-Kévin Nkoudou Mbida,Cameroon,37.95,7.0,7.0,4.98,7.0,7.0,7.0,2,0.4,6.66,43,106
Amin Sarr,Wolfsburg,49.97,7.0,7.0,4.94,7.0,7.0,7.0,1,0.6,6.66,9,281
Alessandro Piu,Empoli,8.98,7.0,7.0,4.98,7.0,7.0,7.0,1,0.1,6.66,12,27
Alessandro Matri,Lazio,68.98,7.0,7.0,4.94,7.0,7.0,7.0,2,0.8,6.66,12,27
Alireza Jahanbakhsh,Iran,58.0,7.0,7.0,4.96,7.0,7.0,7.0,1,0.6,6.66,43,106
Gaëtan Charbonnier,Auxerre,21.98,7.0,7.0,4.98,7.0,7.0,7.0,1,0.2,6.66,7,235
Kevin Campbell,Everton,3.78,7.0,7.0,4.95,7.0,7.0,7.0,1,0.0,6.66,2,44
Christian Maggio,Napoli,10.75,7.0,7.0,4.92,7.0,7.0,7.0,2,0.1,6.65,12,27
Gabriel Gudmundsson,Lille,56.0,7.0,7.0,4.91,7.0,7.0,7.0,1,0.6,6.65,7,235
Lazar Samardžić,Serbia,45.0,7.0,7.0,4.89,7.0,7.0,7.0,1,0.5,6.65,55,282
Samuele Longo,Frosinone,33.98,7.0,7.0,4.9,7.0,7.0,7.0,3,0.4,6.65,12,27
Kevin-Prince Boateng,AC Milan,15.8,7.0,7.0,4.88,7.0,7.0,7.0,1,0.2,6.65,12,27
Ryan Christie,Scotland,80.0,7.0,7.0,4.17,7.0,7.0,7.74,1,0.9,6.65,55,282
Riad Nouri,AC Ajaccio,23.0,7.0,7.0,4.9,7.0,7.0,7.0,1,0.3,6.65,7,235
Houssem Aouar,Lyon,23.98,7.0,7.0,4.88,7.0,7.0,7.0,1,0.3,6.65,7,108
Noah Okafor,Switzerland,46.97,7.0,7.0,4.91,7.0,7.0,7.0,2,0.5,6.65,43,106
Dávid Ďuriš,Slovakia,30.25,7.0,7.0,4.85,7.0,7.0,7.0,2,0.3,6.64,55,282
Diego Falcinelli,Sassuolo,16.97,7.0,7.0,4.86,7.0,7.0,7.0,1,0.2,6.64,12,27
Charles De Ketelaere,Belgium,13.0,7.0,7.0,4.85,7.0,7.0,7.0,1,0.1,6.64,43,106
Anass Zaroury,Morocco,30.97,7.0,7.0,4.84,7.0,7.0,7.0,1,0.3,6.64,43,106
Anwar El Ghazi,FSV Mainz 05,21.97,7.0,7.0,4.84,7.0,7.0,7.0,1,0.2,6.64,9,281
Carlos Uriel Antuna Romero,Mexico,92.87,7.0,7.0,4.84,7.0,7.0,7.0,3,1.0,6.64,43,106
Rafael Mir Vicente,Huesca,89.0,7.0,7.0,4.85,7.0,7.0,7.0,1,1.0,6.64,11,90
Nicolas Moumi Ngamaleu,Cameroon,6.67,7.0,7.0,4.85,7.0,7.0,7.0,1,0.1,6.64,43,106
Remo Freuler,Atalanta,46.97,7.0,7.0,4.84,7.0,7.0,7.0,1,0.5,6.64,12,27
Ciro Immobile,Torino,217.9,7.0,5.72,5.22,7.0,7.0,7.87,3,2.4,6.64,12,27
Jarrod Bowen,England,42.85,7.0,7.0,4.82,7.0,7.0,7.0,2,0.5,6.64,55,282
Max Finkgräfe,FC Köln,29.92,7.0,7.0,4.85,7.0,7.0,7.0,1,0.3,6.64,9,281
Giuseppe Pezzella,Palermo,25.95,7.0,7.0,4.81,7.0,7.0,7.0,1,0.3,6.64,12,27
Lucas Da Cunha,Clermont Foot,21.0,7.0,7.0,4.77,7.0,7.0,7.0,1,0.2,6.63,7,108
Woo-Yeong Jeong,VfB Stuttgart,19.98,7.0,7.0,4.77,7.0,7.0,7.0,1,0.2,6.63,9,281
Nicola Zalewski,Poland,18.0,7.0,7.0,4.77,7.0,7.0,7.0,1,0.2,6.63,43,106
Rodrigo Sánchez Rodriguez,Real Betis,36.85,7.0,7.0,4.77,7.0,7.0,7.0,2,0.4,6.63,11,90
Sandro Ramírez Castillo,Real Sociedad,7.98,7.0,7.0,4.7,7.0,7.0,7.0,1,0.1,6.62,11,4
Juan Manuel Iturbe Arévalo,AS Roma,386.68,7.0,6.4,5.3,7.0,7.0,7.0,10,4.3,6.62,12,27
José Antonio Morente Oliva,Elche,32.88,7.0,7.0,4.72,7.0,7.0,7.0,1,0.4,6.62,11,90
Denis Thomalla,FC Heidenheim,10.98,7.0,7.0,4.69,7.0,7.0,7.0,1,0.1,6.62,9,281
Jordan Morris,United States,11.85,7.0,7.0,4.73,7.0,7.0,7.0,1,0.1,6.62,43,106
Robin Hack,Borussia Mönchengladbach,23.97,7.0,7.0,4.75,7.0,7.0,7.0,1,0.3,6.62,9,281
Josef Alexander Martínez Mencia,Torino,131.82,7.0,7.0,4.65,7.0,7.0,7.0,3,1.5,6.61,12,27
Iñaki Williams Arthuer,Ghana,71.0,7.0,7.0,4.69,7.0,7.0,7.0,1,0.8,6.61,43,106
Alvaro José Zamora Mata,Costa Rica,33.97,7.0,7.0,4.63,7.0,7.0,7.0,1,0.4,6.61,43,106
Renato Steffen,Switzerland,33.93,7.0,7.0,4.68,7.0,7.0,7.0,1,0.4,6.61,43,106
Enner Remberto Valencia Lastra,Ecuador,94.98,7.0,7.0,4.69,7.0,7.0,7.0,1,1.1,6.61,43,106
Héctor Junior Firpo Adames,Barcelona,5.83,7.0,7.0,4.66,7.0,7.0,7.0,1,0.1,6.61,11,42
Nicolas Jackson,Senegal,23.9,7.0,7.0,4.68,7.0,7.0,7.0,1,0.3,6.61,43,106
Ianis Hagi,Romania,28.8,7.0,7.0,4.66,7.0,7.0,7.0,1,0.3,6.61,55,282
John Guidetti,Deportivo Alavés,12.98,7.0,7.0,4.65,7.0,7.0,7.0,1,0.1,6.61,11,4
Tiago Barreiros de Melo Tomás,Wolfsburg,58.0,7.0,7.0,4.68,7.0,7.0,7.0,1,0.6,6.61,9,281
Ismaël Gharbi,Paris Saint-Germain,3.88,7.0,7.0,4.66,7.0,7.0,7.0,1,0.0,6.61,7,108
Mauro Emanuel Icardi Rivero,Paris Saint-Germain,19.95,7.0,7.0,4.62,7.0,7.0,7.0,1,0.2,6.6,7,108
Martin Keown,Arsenal,0.73,7.0,7.0,4.61,7.0,7.0,7.0,1,0.0,6.6,2,44
Marko Livaja,Empoli,13.98,7.0,7.0,4.59,7.0,7.0,7.0,1,0.2,6.6,12,27
Rey Manaj,Inter Milan,8.98,7.0,7.0,4.57,7.0,7.0,7.0,1,0.1,6.6,12,27
Edenílson Andrade dos Santos,Udinese,54.88,7.0,7.0,4.61,7.0,7.0,7.0,2,0.6,6.6,12,27
Manolo Gabbiadini,Napoli,95.68,7.0,7.0,4.62,7.0,7.0,7.0,4,1.1,6.6,12,27
Mathys Tel,Bayern Munich,27.97,7.0,7.0,4.57,7.0,7.0,7.0,1,0.3,6.6,9,281
Matuzalém Francelino da Silva,Hellas Verona,9.88,7.0,7.0,4.61,7.0,7.0,7.0,1,0.1,6.6,12,27
Alejandro Baena Rodríguez,Spain,9.98,7.0,7.0,4.63,7.0,7.0,7.0,1,0.1,6.6,55,282
Abdulrahman Al-Obood,Saudi Arabia,44.93,7.0,7.0,4.58,7.0,7.0,7.0,2,0.5,6.6,43,106
Riccardo Meggiorini,Chievo,193.97,7.0,5.68,5.55,7.0,7.0,7.38,3,2.2,6.6,12,27
Mathias Pereira Lage,Stade Brestois,23.98,7.0,7.0,4.62,7.0,7.0,7.0,1,0.3,6.6,7,235
Ernest Muçi,Albania,10.95,7.0,7.0,4.53,7.0,7.0,7.0,1,0.1,6.59,55,282
Daniele Verde,Frosinone,13.92,7.0,7.0,4.56,7.0,7.0,7.0,1,0.2,6.59,12,27
Miguel Baeza Pérez,Celta Vigo,47.98,7.0,7.0,4.56,7.0,7.0,7.0,1,0.5,6.59,11,90
Alberto Soro Álvarez,Granada,21.0,7.0,7.0,4.56,7.0,7.0,7.0,1,0.2,6.59,11,90
Robert Kenedy Nunes do Nascimento,Granada,20.0,7.0,7.0,4.53,7.0,7.0,7.0,1,0.2,6.59,11,90
Ander Herrera Agüera,Paris Saint-Germain,19.63,7.0,7.0,4.55,7.0,7.0,7.0,2,0.2,6.59,7,108
Kevin Sessa,FC Heidenheim,10.95,7.0,7.0,4.47,7.0,7.0,7.0,1,0.1,6.58,9,281
Cristian Portugués Manzanera,Real Sociedad,113.0,7.0,5.45,5.14,7.0,7.0,7.9,2,1.3,6.58,11,90
Osman Bukari,Ghana,53.93,7.0,7.0,4.46,7.0,7.0,7.0,1,0.6,6.58,43,106
Andrea Conti,Atalanta,52.93,7.0,7.0,4.46,7.0,7.0,7.0,2,0.6,6.58,12,27
James Beattie,Southampton,14.95,7.0,7.0,4.46,7.0,7.0,7.0,1,0.2,6.58,2,44
Thiago Ezequiel Almada,Argentina,12.98,7.0,7.0,4.46,7.0,7.0,7.0,1,0.1,6.58,43,106
Davide Biondini,Sassuolo,9.88,7.0,7.0,4.49,7.0,7.0,7.0,1,0.1,6.58,12,27
Rômulo Souza Orestes Caldeira,Hellas Verona,25.0,7.0,7.0,4.46,7.0,7.0,7.0,1,0.3,6.58,12,27
Ander Capa Rodríguez,Athletic Club,25.95,7.0,7.0,4.5,7.0,7.0,7.0,1,0.3,6.58,11,42
Kasper Dolberg,Denmark,20.95,7.0,7.0,4.4,7.0,7.0,7.0,1,0.2,6.57,43,106
Martín Zubimendi Ibáñez,Spain,1.95,7.0,7.0,4.44,7.0,7.0,7.0,1,0.0,6.57,55,282
Maximilian Philipp,Freiburg,11.0,7.0,7.0,4.41,7.0,7.0,7.0,1,0.1,6.57,9,281
Francis Jeffers,Everton,23.97,7.0,7.0,4.43,7.0,7.0,7.0,1,0.3,6.57,2,44
Lautaro Javier Martínez,Argentina,45.98,7.0,7.0,4.4,7.0,7.0,7.0,1,0.5,6.57,43,106
Anthony Daniel Contreras Enríquez,Costa Rica,65.98,7.0,7.0,4.44,7.0,7.0,7.0,2,0.7,6.57,43,106
Marcelo Alejandro Estigarribia Balmori,Atalanta,5.92,7.0,7.0,4.42,7.0,7.0,7.0,1,0.1,6.57,12,27
Leo Sauer,Slovakia,8.98,7.0,7.0,4.43,7.0,7.0,7.0,1,0.1,6.57,55,282
Marius Wolf,Borussia Dortmund,94.98,7.0,4.0,6.1,7.0,7.0,8.24,1,1.1,6.56,9,281
Segundo Víctor Ibarbo Guerrero,AS Roma,5.9,7.0,7.0,4.34,7.0,7.0,7.0,1,0.1,6.56,12,27
Harry Wilson,Wales,16.98,7.0,7.0,4.34,7.0,7.0,7.0,1,0.2,6.56,43,106
Victor Okoh Boniface,Bayer Leverkusen,65.0,7.0,7.0,4.34,7.0,7.0,7.0,1,0.7,6.56,9,281
Luka Jović,Serbia,48.97,7.0,7.0,4.36,7.0,7.0,7.0,1,0.5,6.56,55,282
Omar El Kaddouri,Napoli,240.17,7.0,6.38,4.98,7.0,7.0,7.0,16,2.7,6.56,12,27
Michel Aebischer,Switzerland,18.98,7.0,7.0,4.32,7.0,7.0,7.0,1,0.2,6.55,43,106
Nikola Kalinić,Fiorentina,30.92,7.0,7.0,4.28,7.0,7.0,7.0,1,0.3,6.55,12,27
Luis Alberto Suárez Díaz,Barcelona,36.98,7.0,7.0,4.28,7.0,7.0,7.0,1,0.4,6.55,11,42
Zakaria Aboukhlal,Toulouse,143.0,7.0,5.32,5.28,7.0,7.0,7.69,2,1.6,6.55,7,235
Georginio Wijnaldum,Paris Saint-Germain,42.93,7.0,7.0,4.28,7.0,7.0,7.0,2,0.5,6.55,7,108
Lorenzo Di Livio,AS Roma,23.92,7.0,7.0,4.33,7.0,7.0,7.0,1,0.3,6.55,12,27
Maximilian Beier,Germany,27.97,7.0,7.0,4.29,7.0,7.0,7.0,1,0.3,6.55,55,282
Steed Malbranque,Fulham,91.98,7.0,4.11,6.0,7.0,7.0,8.14,1,1.0,6.54,2,44
Jon Bautista Orgilles,Real Sociedad,8.98,7.0,7.0,4.24,7.0,7.0,7.0,1,0.1,6.54,11,90
Hirving Rodrigo Lozano Bahena,Mexico,263.97,7.0,5.03,5.66,7.0,7.0,7.54,3,2.9,6.54,43,106
Tomáš Suslov,Slovakia,136.73,7.0,5.83,4.9,7.0,7.0,7.51,4,1.5,6.54,55,282
Juan Francisco Martínez Modesto,Elche,19.93,7.0,7.0,4.15,7.0,7.0,7.0,1,0.2,6.53,11,90
Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,47.98,7.0,7.0,4.15,7.0,7.0,7.0,1,0.5,6.53,43,106
Jérémie Aliadière,Arsenal,10.0,7.0,7.0,4.16,7.0,7.0,7.0,1,0.1,6.53,2,44
Blerim Džemaili,Genoa,92.98,7.0,4.11,5.78,7.0,7.0,8.29,1,1.0,6.53,12,27
Patrick Wimmer,Austria,150.97,7.0,5.28,5.24,7.0,7.0,7.65,3,1.7,6.53,55,282
Paul Pogba,Juventus,94.98,7.0,4.19,5.64,7.0,7.0,8.31,1,1.1,6.52,12,27
Désiré Doué,Rennes,132.0,7.0,5.57,5.03,7.0,7.0,7.52,2,1.5,6.52,7,235
Cristian Daniel Ansaldi,Genoa,92.98,7.0,4.15,5.89,7.0,7.0,8.06,1,1.0,6.52,12,27
Shinji Okazaki,Huesca,14.0,7.0,7.0,4.08,7.0,7.0,7.0,1,0.2,6.51,11,90
