midfielder,team,season_id,pass_control,ball_progression,defensive_contribution,creative_output,cluster_profile,relative_pass_control,relative_ball_progression,relative_defensive_contribution,relative_creative_output
Samuel Yves Oum Gwet,Cameroon,106,1.88,1.73,4.96,2.07,Box-to-Box,-0.7800000000000002,-0.9300000000000002,2.3,-0.5900000000000003
Samuele Longo,Frosinone,27,0.13,0.85,5.09,2.07,Box-to-Box,-1.9050000000000002,-1.185,3.0549999999999997,0.0349999999999997
Sean Davis,Fulham,44,3.85,4.19,6.09,5.58,Box-to-Box,-1.0775000000000001,-0.7374999999999998,1.1624999999999996,0.6524999999999999
Sebastian Szymański,Poland,106,2.3,3.26,6.92,2.07,Box-to-Box,-1.3375000000000004,-0.3775000000000004,3.2824999999999998,-1.5675000000000003
Sebastián Carlos Cristóforo Pepe,Eibar,42,1.18,0.85,4.78,2.07,Box-to-Box,-1.0400000000000003,-1.37,2.56,-0.15000000000000036
Senne Lynen,Werder Bremen,281,5.7,1.91,6.07,8.46,Box-to-Box,0.16500000000000004,-3.625,0.5350000000000001,2.9250000000000007
Sepe Elye Wahi,Montpellier,235,0.83,6.14,9.64,2.07,Box-to-Box,-3.84,1.4699999999999998,4.970000000000001,-2.6
Sergio Gontán Gallardo,Real Valladolid,4,1.69,3.19,9.36,2.07,Box-to-Box,-2.3874999999999997,-0.8874999999999997,5.2825,-2.0075
Shola Ameobi,Newcastle United,44,0.13,0.85,5.25,2.07,Box-to-Box,-1.9450000000000003,-1.225,3.175,-0.0050000000000003375
Simon Davies,Tottenham Hotspur,44,2.21,3.04,4.91,2.07,Box-to-Box,-0.8475000000000001,-0.01750000000000007,1.8525,-0.9875000000000003
Sofiane Diop,AS Monaco,108,6.35,8.29,8.7,7.4,Box-to-Box,-1.334999999999999,0.6050000000000004,1.0150000000000006,-0.28499999999999837
Steed Malbranque,Fulham,44,3.2,5.52,8.99,5.67,Box-to-Box,-2.6450000000000005,-0.32500000000000107,3.1449999999999996,-0.1750000000000007
Stefano Sabelli,Carpi,27,0.75,5.88,9.02,2.07,Box-to-Box,-3.6799999999999997,1.4500000000000002,4.59,-2.36
Stefano Sturaro,Juventus,27,7.71,5.82,8.2,6.26,Box-to-Box,0.7124999999999995,-1.1775000000000002,1.2024999999999988,-0.7375000000000007
Steffen Freund,Leicester City,44,3.8,0.85,5.35,2.07,Box-to-Box,0.7824999999999998,-2.1675,2.3324999999999996,-0.9475000000000002
Stephen Antunes Eustáquio,Canada,106,7.57,1.71,8.6,4.94,Box-to-Box,1.8649999999999993,-3.995000000000001,2.8949999999999987,-0.7650000000000006
Stephen Clemence,Birmingham City,44,5.44,2.26,9.04,6.19,Box-to-Box,-0.29249999999999954,-3.4725,3.307499999999999,0.45750000000000046
Steven Gerrard,Liverpool,44,3.61,4.72,5.61,5.5,Box-to-Box,-1.2500000000000004,-0.14000000000000057,0.75,0.6399999999999997
Stijn Spierings,Toulouse,235,6.59,3.44,8.05,4.97,Box-to-Box,0.8275000000000006,-2.3224999999999993,2.2875000000000014,-0.7924999999999995
Szilárd Németh,Middlesbrough,44,2.07,0.85,3.28,2.07,Box-to-Box,0.0024999999999999467,-1.2174999999999998,1.2125,0.0024999999999999467
Thiago Henrique Mendes Ribeiro,Lyon,235,6.26,2.52,7.64,2.07,Box-to-Box,1.6375000000000002,-2.1024999999999996,3.0175,-2.5524999999999998
Thomas Delaney,Denmark,282,1.79,2.48,4.93,4.62,Box-to-Box,-1.665,-0.9750000000000001,1.4749999999999996,1.165
Thomas Gravesen,Everton,44,6.81,4.81,9.79,6.97,Box-to-Box,-0.28499999999999925,-2.2849999999999993,2.6950000000000003,-0.12499999999999911
Thomas Monconduit,Lorient,108,6.07,3.63,7.29,8.32,Box-to-Box,-0.2574999999999994,-2.6975,0.9625000000000004,1.9925000000000006
Théo Sainte-Luce,Montpellier,235,8.07,5.52,8.55,2.07,Box-to-Box,2.0175,-0.5325000000000006,2.4975000000000005,-3.9825000000000004
Tobias Linderoth,Everton,44,1.52,2.63,4.57,2.07,Box-to-Box,-1.1775000000000002,-0.06750000000000034,1.8725,-0.6275000000000004
Tomas Franco Tavares,Deportivo Alavés,90,4.35,0.85,9.57,2.07,Box-to-Box,0.13999999999999968,-3.36,5.36,-2.14
Tomás Pina Isla,Deportivo Alavés,90,2.3,3.53,4.38,2.07,Box-to-Box,-0.7700000000000005,0.4599999999999995,1.3099999999999996,-1.0000000000000004
Tugay Kerimoğlu,Blackburn Rovers,44,4.97,2.59,7.16,4.34,Box-to-Box,0.20500000000000007,-2.175,2.3950000000000005,-0.4249999999999998
Téji Savanier,Montpellier,235,6.35,4.19,7.55,4.38,Box-to-Box,0.7324999999999999,-1.4274999999999993,1.9325,-1.2374999999999998
Ulises Hernán de la Cruz Bernardo,Aston Villa,44,0.6,4.01,6.36,5.27,Box-to-Box,-3.4599999999999995,-0.04999999999999982,2.3000000000000007,1.21
Unai Vencedor Paris,Athletic Club,90,5.63,0.85,5.99,2.07,Box-to-Box,1.995,-2.7849999999999997,2.3550000000000004,-1.565
Uroš Račić,Valencia,90,5.55,4.7,7.27,2.07,Box-to-Box,0.6524999999999999,-0.1974999999999998,2.3724999999999996,-2.8275
Valentin Mihai Mihăilă,Romania,282,6.88,6.17,7.78,2.07,Box-to-Box,1.1549999999999994,0.4449999999999994,2.0549999999999997,-3.6550000000000007
Vicente Iborra De La Fuente,Villarreal,42,6.56,1.93,6.72,4.18,Box-to-Box,1.7124999999999995,-2.9175000000000004,1.8724999999999996,-0.6675000000000004
Vinícius José Paixão de Oliveira Júnior,Brazil,106,1.95,4.81,8.84,7.81,Box-to-Box,-3.9025,-1.0425000000000004,2.9875,1.9574999999999996
Volodymyr Brazhko,Ukraine,282,3.64,1.89,6.0,5.1,Box-to-Box,-0.5175000000000005,-2.267500000000001,1.8424999999999994,0.942499999999999
Vratislav Greško,Blackburn Rovers,44,0.38,0.85,9.57,2.07,Box-to-Box,-2.8375000000000004,-2.3675,6.3525,-1.1475000000000004
Víctor Camarasa Ferrando,Deportivo Alavés,42,4.22,2.12,4.47,2.07,Box-to-Box,1.0,-1.0999999999999996,1.25,-1.15
Víctor Sánchez Mata,Espanyol,4,6.14,3.35,9.39,2.07,Box-to-Box,0.902499999999999,-1.8875000000000006,4.1525,-3.167500000000001
Waniss Taibi,Angers,235,2.81,0.85,8.75,2.07,Box-to-Box,-0.81,-2.77,5.13,-1.5500000000000003
Wataru Endo,Japan,106,6.5,2.84,8.18,6.51,Box-to-Box,0.4924999999999997,-3.1675000000000004,2.1724999999999994,0.5024999999999995
Wayne Mark Rooney,Everton,44,1.8,3.53,6.7,2.07,Box-to-Box,-1.7250000000000003,0.004999999999999449,3.175,-1.4550000000000005
William Silva de Carvalho,Portugal,106,9.07,2.13,9.33,2.07,Box-to-Box,3.42,-3.5200000000000005,3.6799999999999997,-3.5800000000000005
Woo-Yeong Jeong,South Korea,106,1.92,0.85,2.94,2.07,Box-to-Box,-0.02499999999999991,-1.0949999999999998,0.9950000000000001,0.125
Xaver Schlager,RB Leipzig,281,5.67,3.95,7.15,4.41,Box-to-Box,0.3749999999999991,-1.3450000000000006,1.8549999999999995,-0.8850000000000007
Yahya Jabrane,Morocco,106,0.3,0.85,5.53,2.07,Box-to-Box,-1.8875,-1.3375,3.3425000000000002,-0.11750000000000016
Yangel Clemente Herrera Ravelo,Granada,90,3.77,0.85,8.06,6.04,Box-to-Box,-0.9099999999999997,-3.8299999999999996,3.380000000000001,1.3600000000000003
Yasir Gharsan Al Shahrani,Saudi Arabia,106,1.62,0.85,2.07,2.07,Box-to-Box,-0.03249999999999975,-0.8024999999999999,0.4175,0.4175
Youri Tielemans,Belgium,282,6.39,3.58,7.66,4.22,Box-to-Box,0.9275000000000002,-1.8824999999999994,2.1975000000000007,-1.2424999999999997
Youssouf Fofana,France,106,7.54,5.91,8.56,4.19,Box-to-Box,0.9900000000000002,-0.6399999999999997,2.0100000000000007,-2.3599999999999994
Youssouf Ndayishimiye,OGC Nice,235,6.8,3.69,8.78,2.07,Box-to-Box,1.4649999999999999,-1.645,3.4449999999999994,-3.265
Yuri Berchiche Izeta,Athletic Club,4,3.58,3.47,9.07,5.07,Box-to-Box,-1.7175000000000002,-1.8275000000000001,3.7725,-0.22750000000000004
Zuriko Davitashvili,Georgia,282,7.44,2.63,8.88,2.07,Box-to-Box,2.1849999999999996,-2.625000000000001,3.625,-3.185000000000001
Álvaro García Rivera,Rayo Vallecano,4,4.96,6.76,8.5,7.74,Box-to-Box,-2.0300000000000002,-0.23000000000000043,1.5099999999999998,0.75
Álvaro Juan Cruz Armada,Osasuna,90,1.49,4.59,9.93,7.52,Box-to-Box,-4.392499999999999,-1.2924999999999995,4.0475,1.6375000000000002
Ángel Fabián Di María Hernández,Paris Saint-Germain,108,5.39,3.68,6.24,4.5,Box-to-Box,0.4374999999999991,-1.2725000000000004,1.2874999999999996,-0.45250000000000057
Ángel Martín Correa,Atlético Madrid,42,2.44,4.88,7.08,7.52,Box-to-Box,-3.0400000000000005,-0.6000000000000005,1.5999999999999996,2.039999999999999
Éver Maximiliano David Banega,Sevilla,4,6.32,4.15,8.96,6.84,Box-to-Box,-0.2474999999999996,-2.4174999999999995,2.392500000000001,0.27249999999999996
Óscar Plano Pedreño,Real Valladolid,42,2.37,5.55,7.04,6.04,Box-to-Box,-2.88,0.2999999999999998,1.79,0.79
Aaron Lennon,Leeds United,44,2.27,9.38,5.07,8.94,Deep-Lying Playmaker,-4.145,2.9650000000000016,-1.3449999999999989,2.5250000000000004
Abdelhamid Sabiri,Morocco,106,6.61,3.63,1.09,9.49,Deep-Lying Playmaker,1.4050000000000002,-1.5750000000000002,-4.115,4.285
Abdessamad Ezzalzouli,Morocco,106,0.49,9.96,4.72,9.73,Deep-Lying Playmaker,-5.735,3.7350000000000003,-1.5050000000000008,3.505
Abdulaziz Hatem Mohammed Abdullah,Qatar,106,5.19,7.33,1.88,7.86,Deep-Lying Playmaker,-0.3749999999999991,1.7650000000000006,-3.6849999999999996,2.295000000000001
Adem Ljajić,Inter Milan,27,9.07,8.94,5.48,9.29,Deep-Lying Playmaker,0.875,0.7449999999999992,-2.715,1.0949999999999989
Adrián Rus,Romania,282,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Afriyie Acquah,Torino,27,7.83,9.73,7.44,8.79,Deep-Lying Playmaker,-0.6175000000000015,1.2824999999999989,-1.0075000000000012,0.3424999999999976
Aimen Moueffek,Saint-Étienne,108,7.44,8.56,0.52,8.91,Deep-Lying Playmaker,1.0825000000000005,2.2025000000000006,-5.8375,2.5525
Akram Hassan Afif,Qatar,106,4.79,6.63,3.17,6.87,Deep-Lying Playmaker,-0.5750000000000002,1.2649999999999997,-2.1950000000000003,1.505
Alassane Pléa,Borussia Mönchengladbach,281,3.36,4.39,2.89,5.67,Deep-Lying Playmaker,-0.7175000000000007,0.3124999999999991,-1.1875000000000004,1.5924999999999994
Alberto Gilardino,Palermo,27,2.81,5.26,2.63,9.9,Deep-Lying Playmaker,-2.3400000000000003,0.10999999999999943,-2.5200000000000005,4.75
Aleix Vidal Parreu,Deportivo Alavés,42,4.89,6.26,3.32,6.11,Deep-Lying Playmaker,-0.2549999999999999,1.1150000000000002,-1.8249999999999997,0.9650000000000007
Alejandro Baena Rodríguez,Spain,282,2.81,9.23,2.5,9.73,Deep-Lying Playmaker,-3.2575000000000007,3.1624999999999996,-3.567500000000001,3.6624999999999996
Alejandro Berenguer Remiro,Athletic Club,90,2.81,8.03,1.61,6.6,Deep-Lying Playmaker,-1.9524999999999992,3.2675,-3.152499999999999,1.8375000000000004
Alejandro Blanco Sánchez,Valencia,90,0.67,7.94,1.65,9.47,Deep-Lying Playmaker,-4.262500000000001,3.0074999999999994,-3.282500000000001,4.5375
Alejandro Darío Gómez,Atalanta,27,7.01,9.56,9.23,9.65,Deep-Lying Playmaker,-1.852500000000001,0.6974999999999998,0.3674999999999997,0.7874999999999996
Alejandro Miguel Rodriguez,Sampdoria,27,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Aleksandar Tonev,Frosinone,27,6.48,9.41,6.06,9.7,Deep-Lying Playmaker,-1.4324999999999992,1.4975000000000005,-1.8525,1.7874999999999996
Aleksandar Trajkovski,Palermo,27,8.75,9.2,7.42,9.56,Deep-Lying Playmaker,0.01750000000000007,0.46749999999999936,-1.3125,0.8275000000000006
Alessandro Diamanti,Atalanta,27,7.0,6.2,7.95,9.51,Deep-Lying Playmaker,-0.6649999999999991,-1.464999999999999,0.28500000000000103,1.8450000000000006
Alessandro Piu,Empoli,27,8.43,9.61,5.05,9.33,Deep-Lying Playmaker,0.3249999999999993,1.504999999999999,-3.0550000000000006,1.2249999999999996
Alessio Cerci,AC Milan,27,6.24,9.82,5.65,9.42,Deep-Lying Playmaker,-1.5425000000000004,2.0374999999999996,-2.1325000000000003,1.6374999999999993
Alexander Farnerud,Torino,27,3.74,7.64,2.93,7.22,Deep-Lying Playmaker,-1.6424999999999992,2.2575000000000003,-2.4524999999999992,1.8375000000000004
Alexis Flips,Stade de Reims,235,4.63,7.0,8.75,9.7,Deep-Lying Playmaker,-2.8899999999999997,-0.5199999999999996,1.2300000000000004,2.1799999999999997
Amauri Carvalho de Oliveira,Torino,27,2.81,0.85,0.52,9.95,Deep-Lying Playmaker,-0.7224999999999997,-2.6824999999999997,-3.0124999999999997,6.4174999999999995
Amine Adli,Bayer Leverkusen,281,7.26,7.83,5.36,9.3,Deep-Lying Playmaker,-0.1775000000000002,0.39250000000000007,-2.0774999999999997,1.8625000000000007
Amine Harit,Marseille,235,5.17,6.64,3.17,9.57,Deep-Lying Playmaker,-0.9674999999999994,0.5025000000000004,-2.9674999999999994,3.432500000000001
Ander Barrenetxea Muguruza,Real Sociedad,42,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Andrea Conti,Atalanta,27,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Andrej Kramarić,Croatia,106,6.08,4.74,1.97,8.63,Deep-Lying Playmaker,0.7249999999999996,-0.6150000000000002,-3.3850000000000007,3.2750000000000004
Angelo Stiller,VfB Stuttgart,281,5.68,3.3,2.4,6.09,Deep-Lying Playmaker,1.3125,-1.0675,-1.9674999999999998,1.7225000000000001
Antoine Semenyo,Ghana,106,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Anton Stach,Hoffenheim,281,5.04,6.12,2.45,4.3,Deep-Lying Playmaker,0.5625,1.6425,-2.0275,-0.1775000000000002
Antonio Cassano,Sampdoria,27,3.26,3.69,6.39,8.24,Deep-Lying Playmaker,-2.135,-1.7049999999999996,0.9950000000000001,2.8450000000000006
Antonio Di Gaudio,Carpi,27,7.18,9.51,6.25,8.3,Deep-Lying Playmaker,-0.6299999999999999,1.7000000000000002,-1.5599999999999996,0.4900000000000011
Antonio Nocerino,AC Milan,27,5.48,4.52,1.67,8.46,Deep-Lying Playmaker,0.4474999999999998,-0.5125000000000011,-3.3625000000000007,3.4275
Antony Matheus dos Santos,Brazil,106,4.32,5.98,4.13,4.94,Deep-Lying Playmaker,-0.5225,1.1375000000000002,-0.7125000000000004,0.09750000000000014
Augusto Matías Fernández,Cádiz,90,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Baptiste Santamaría,Rennes,108,5.53,1.94,6.77,9.94,Deep-Lying Playmaker,-0.5149999999999997,-4.105,0.7249999999999996,3.8949999999999996
Bartosz Slisz,Poland,282,3.91,5.62,4.98,4.94,Deep-Lying Playmaker,-0.9525000000000006,0.7574999999999994,0.11749999999999972,0.07749999999999968
Benjamin Verbič,Slovenia,282,0.74,7.4,6.05,8.91,Deep-Lying Playmaker,-5.035,1.625,0.27499999999999947,3.135
Borja Mayoral Moya,Levante UD,4,4.53,3.53,4.58,9.1,Deep-Lying Playmaker,-0.9050000000000002,-1.9050000000000007,-0.8550000000000004,3.664999999999999
Boulaye Dia,Senegal,106,7.11,4.17,2.75,7.81,Deep-Lying Playmaker,1.6500000000000004,-1.29,-2.71,2.3499999999999996
Bradley Barcola,France,282,2.81,9.83,0.52,9.95,Deep-Lying Playmaker,-2.9675,4.0525,-5.2575,4.172499999999999
Brajan Gruda,FSV Mainz 05,281,3.59,9.79,4.14,7.81,Deep-Lying Playmaker,-2.7424999999999997,3.4574999999999996,-2.1925,1.4775
Brecht Dejaegere,Toulouse,235,4.84,7.35,2.84,9.21,Deep-Lying Playmaker,-1.2200000000000006,1.2899999999999991,-3.2200000000000006,3.1500000000000004
Brenden Aaronson,United States,106,4.24,6.16,6.85,9.0,Deep-Lying Playmaker,-2.3225,-0.40249999999999986,0.28749999999999964,2.4375
Bryan Hughes,Birmingham City,44,0.38,0.85,0.52,2.07,Deep-Lying Playmaker,-0.575,-0.10499999999999998,-0.43499999999999994,1.1149999999999998
Bryan Mbeumo,Cameroon,106,0.62,0.85,5.22,8.91,Deep-Lying Playmaker,-3.28,-3.05,1.3199999999999998,5.01
Callum Styles,Hungary,282,3.35,2.87,3.27,9.16,Deep-Lying Playmaker,-1.3124999999999996,-1.7924999999999995,-1.3924999999999996,4.4975000000000005
Calvin Stengs,OGC Nice,108,5.6,9.69,4.7,8.46,Deep-Lying Playmaker,-1.5125000000000002,2.5774999999999997,-2.4124999999999996,1.347500000000001
Cengiz Ünder,Marseille,235,7.24,2.52,4.24,9.36,Deep-Lying Playmaker,1.4000000000000004,-3.32,-1.5999999999999996,3.5199999999999996
Chang-Hoon Kwon,South Korea,106,5.17,2.79,3.42,7.66,Deep-Lying Playmaker,0.41000000000000014,-1.9699999999999998,-1.3399999999999999,2.9000000000000004
Cheick Oumar Doucoure,Lens,108,4.78,6.3,3.74,6.28,Deep-Lying Playmaker,-0.4950000000000001,1.0249999999999995,-1.5350000000000001,1.005
Cheikh Ahmadou Bamba Mbacke Dieng,Marseille,108,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Cheikhou Kouyaté,Senegal,106,4.78,0.85,2.1,7.25,Deep-Lying Playmaker,1.0350000000000001,-2.895,-1.645,3.505
Chris Baird,Southampton,44,0.29,0.85,3.0,9.47,Deep-Lying Playmaker,-3.1125,-2.5524999999999998,-0.40249999999999986,6.067500000000001
Christian Gabriel Oliva Giménez,Valencia,90,3.87,0.85,5.41,9.11,Deep-Lying Playmaker,-0.9399999999999995,-3.9599999999999995,0.6000000000000005,4.3
Christian Nørgaard,Denmark,282,3.21,0.85,1.15,4.81,Deep-Lying Playmaker,0.7050000000000001,-1.6549999999999998,-1.355,2.3049999999999997
Christian Pulisic,United States,106,3.21,8.27,3.52,6.33,Deep-Lying Playmaker,-2.1224999999999996,2.9375,-1.8124999999999996,0.9975000000000005
Christoph Baumgartner,Austria,282,8.01,9.57,3.37,9.18,Deep-Lying Playmaker,0.47750000000000004,2.0375000000000005,-4.1625,1.6475
Christoph Kramer,Borussia Mönchengladbach,281,0.93,0.85,0.52,2.07,Deep-Lying Playmaker,-0.16249999999999976,-0.24249999999999983,-0.5724999999999998,0.9775
Ciro Immobile,Torino,27,3.74,5.86,3.98,9.24,Deep-Lying Playmaker,-1.9649999999999999,0.15500000000000025,-1.725,3.535
Claudio Reyna,Manchester City,44,2.42,6.61,2.5,6.16,Deep-Lying Playmaker,-2.0025000000000004,2.1875,-1.9225000000000003,1.7374999999999998
Claus Jensen,Charlton Athletic,44,5.35,7.24,4.67,7.49,Deep-Lying Playmaker,-0.8375000000000004,1.0525000000000002,-1.5175,1.3025000000000002
Cody Mathès Gakpo,Netherlands,106,7.49,9.49,7.3,9.79,Deep-Lying Playmaker,-1.0274999999999999,0.9725000000000001,-1.2175000000000002,1.272499999999999
Cole Palmer,England,282,4.94,4.28,4.49,8.81,Deep-Lying Playmaker,-0.6900000000000004,-1.3500000000000005,-1.1400000000000006,3.1799999999999997
Colin Cameron,Wolverhampton Wanderers,44,4.54,2.84,6.04,8.34,Deep-Lying Playmaker,-0.8999999999999995,-2.5999999999999996,0.6000000000000005,2.9000000000000004
Collins John,Fulham,44,0.34,0.85,0.52,2.07,Deep-Lying Playmaker,-0.605,-0.09499999999999997,-0.42499999999999993,1.125
Conor Gallagher,England,282,1.01,1.89,1.23,2.07,Deep-Lying Playmaker,-0.5399999999999998,0.3400000000000001,-0.31999999999999984,0.52
Cristian Raimondi,Atalanta,27,5.0,8.47,5.57,8.18,Deep-Lying Playmaker,-1.8049999999999997,1.665000000000001,-1.2349999999999994,1.375
Cristian Tello Herrera,Fiorentina,27,3.34,8.64,5.0,8.76,Deep-Lying Playmaker,-3.0950000000000006,2.205,-1.4350000000000005,2.3249999999999993
Cyle Larin,Canada,106,1.18,4.81,0.52,9.47,Deep-Lying Playmaker,-2.8150000000000004,0.8149999999999995,-3.475,5.4750000000000005
Cyril Théréau,Udinese,27,7.28,8.2,6.1,8.2,Deep-Lying Playmaker,-0.16499999999999915,0.7549999999999999,-1.3449999999999998,0.7549999999999999
Damien Duff,Chelsea,44,4.15,8.18,1.13,8.99,Deep-Lying Playmaker,-1.4625000000000004,2.567499999999999,-4.482500000000001,3.3774999999999995
Daniel James,Wales,106,6.36,8.41,0.52,9.47,Deep-Lying Playmaker,0.17000000000000082,2.2200000000000006,-5.67,3.280000000000001
Daniel José Rodríguez Vázquez,Mallorca,42,5.79,4.94,5.72,8.03,Deep-Lying Playmaker,-0.3299999999999992,-1.1799999999999988,-0.39999999999999947,1.9100000000000001
Daniele Baselli,Torino,27,8.62,8.62,9.08,9.4,Deep-Lying Playmaker,-0.3100000000000005,-0.3100000000000005,0.15000000000000036,0.47000000000000064
David Ferreiro Quiroga,Huesca,90,5.11,6.83,4.29,6.68,Deep-Lying Playmaker,-0.6174999999999997,1.1025,-1.4375,0.9524999999999997
David Junior Hoilett,Canada,106,4.45,7.79,5.54,9.44,Deep-Lying Playmaker,-2.3549999999999995,0.9850000000000003,-1.2649999999999997,2.635
David Pereira da Costa,Lens,108,5.63,7.94,1.81,9.82,Deep-Lying Playmaker,-0.6700000000000008,1.6399999999999997,-4.49,3.5199999999999996
David Remeseiro Salgueiro,Levante UD,4,1.44,5.83,3.76,7.14,Deep-Lying Playmaker,-3.1024999999999996,1.2875000000000005,-0.7824999999999998,2.5975
David Timor Copoví,Getafe,90,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Dennis Geiger,Hoffenheim,281,5.9,7.13,3.32,9.9,Deep-Lying Playmaker,-0.6624999999999996,0.5674999999999999,-3.2425,3.3375000000000004
Dennis Man,Romania,282,5.58,7.23,5.2,8.38,Deep-Lying Playmaker,-1.0175,0.6325000000000003,-1.3975,1.7825000000000006
Diego Falcinelli,Sassuolo,27,0.72,3.73,2.81,9.61,Deep-Lying Playmaker,-3.4974999999999996,-0.4874999999999994,-1.4074999999999993,5.3925
Diego Perotti,Genoa,27,8.23,9.34,7.53,9.12,Deep-Lying Playmaker,-0.3249999999999993,0.7850000000000001,-1.0249999999999995,0.5649999999999995
Diego da Silva Costa,Atlético Madrid,90,0.83,2.87,2.44,8.09,Deep-Lying Playmaker,-2.7275,-0.6875,-1.1175000000000002,4.5325
Diogo José Teixeira da Silva,Portugal,282,1.49,6.58,6.68,9.44,Deep-Lying Playmaker,-4.557499999999999,0.5325000000000006,0.6325000000000003,3.3925
Domenico Berardi,Sassuolo,27,5.21,6.62,5.83,6.37,Deep-Lying Playmaker,-0.7975000000000003,0.6124999999999998,-0.1775000000000002,0.3624999999999998
Dries Mertens,Belgium,106,1.96,0.85,0.52,9.36,Deep-Lying Playmaker,-1.2125,-2.3225,-2.6525,6.1875
Dušan Tadić,Serbia,106,8.02,8.22,6.73,9.55,Deep-Lying Playmaker,-0.11000000000000121,0.08999999999999986,-1.4000000000000004,1.42
Eder Citadin Martins,Sampdoria,27,8.03,9.16,6.55,8.14,Deep-Lying Playmaker,0.05999999999999961,1.1900000000000004,-1.42,0.17000000000000082
Edgar Antonio Méndez Ortega,Deportivo Alavés,90,3.48,8.6,1.34,8.6,Deep-Lying Playmaker,-2.025,3.0949999999999998,-4.165,3.0949999999999998
Eduardo Camavinga,France,282,7.33,3.24,2.23,8.4,Deep-Lying Playmaker,2.0299999999999994,-2.0600000000000005,-3.0700000000000007,3.0999999999999996
Ehsan Hajsafi,Iran,106,5.28,7.51,3.71,6.57,Deep-Lying Playmaker,-0.4874999999999998,1.7424999999999997,-2.0575,0.8025000000000002
Elbasan Rashani,Clermont Foot,235,0.61,3.35,2.75,8.73,Deep-Lying Playmaker,-3.2500000000000004,-0.5100000000000002,-1.1100000000000003,4.87
Elias Niklas Baum,Eintracht Frankfurt,281,0.83,0.85,0.52,2.07,Deep-Lying Playmaker,-0.23749999999999993,-0.21749999999999992,-0.5474999999999999,1.0025
Eliot Matazo,AS Monaco,108,6.66,6.42,1.78,8.6,Deep-Lying Playmaker,0.7949999999999999,0.5549999999999997,-4.085,2.7349999999999994
Emanuele Giaccherini,Bologna,27,8.11,8.37,7.33,8.64,Deep-Lying Playmaker,-0.0024999999999995026,0.2575000000000003,-0.7824999999999989,0.5275000000000016
Ernest Muçi,Albania,282,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Eyal Berkovic,Manchester City,44,1.92,4.01,0.52,2.07,Deep-Lying Playmaker,-0.20999999999999996,1.88,-1.6099999999999999,-0.06000000000000005
Fabian Frei,Switzerland,106,1.18,0.85,1.44,2.07,Deep-Lying Playmaker,-0.20499999999999985,-0.5349999999999998,0.05500000000000016,0.685
Fabio Quagliarella,Torino,27,4.75,9.26,2.05,7.46,Deep-Lying Playmaker,-1.13,3.38,-3.83,1.58
Facundo Pellistri Rebollo,Uruguay,106,5.22,6.72,7.83,9.23,Deep-Lying Playmaker,-2.0300000000000002,-0.5300000000000002,0.5800000000000001,1.9800000000000004
Farid Boulaya,Metz,108,4.6,6.61,2.7,8.67,Deep-Lying Playmaker,-1.045,0.9650000000000007,-2.9449999999999994,3.0250000000000004
Faride Alidou,FC Köln,281,7.44,9.93,9.81,9.82,Deep-Lying Playmaker,-1.8099999999999996,0.6799999999999997,0.5600000000000005,0.5700000000000003
Federico Dionisi,Frosinone,27,8.15,8.09,7.0,9.09,Deep-Lying Playmaker,0.06750000000000078,0.007500000000000284,-1.0824999999999996,1.0075000000000003
Ferrán Torres García,Valencia,42,4.35,3.61,4.74,6.33,Deep-Lying Playmaker,-0.40750000000000064,-1.1475000000000004,-0.01750000000000007,1.5724999999999998
Filip Đuričić,Serbia,106,0.93,0.85,0.52,2.07,Deep-Lying Playmaker,-0.16249999999999976,-0.24249999999999983,-0.5724999999999998,0.9775
Filippo Falco,Bologna,27,3.54,4.85,2.82,6.72,Deep-Lying Playmaker,-0.9424999999999999,0.3674999999999997,-1.6625,2.2375
Filippo Porcari,Carpi,27,4.55,2.83,2.8,6.92,Deep-Lying Playmaker,0.27499999999999947,-1.4450000000000003,-1.4750000000000005,2.6449999999999996
Firas Tariq Nasser Al Albirakan,Saudi Arabia,106,0.64,5.15,4.28,5.74,Deep-Lying Playmaker,-3.3125,1.1975000000000002,0.3275000000000001,1.7875
Flavien Tait,Rennes,108,7.5,9.42,3.04,8.34,Deep-Lying Playmaker,0.4249999999999998,2.3449999999999998,-4.035,1.2649999999999997
