defender,team,season_id,box_defending,aerial_ability,one_v_one,defensive_pressure,ball_progression,cluster_profile,relative_box_defending,relative_aerial_ability,relative_one_v_one,relative_defensive_pressure,relative_ball_progression
Attila Fiola,Hungary,282,6.8,6.8,6.8,6.5,6.9,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.2599999999999998,0.14000000000000057
Attila Szalai,Hungary,282,5.7,5.7,5.7,5.6,5.7,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000096,0.019999999999999574
Axel Disasi,AS Monaco,235,5.7,5.7,5.7,5.7,6.3,Defensive Stopper,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.47999999999999954
Axel Witsel,Belgium,106,5.8,5.8,5.8,5.8,5.4,Defensive Stopper,0.07999999999999918,0.07999999999999918,0.07999999999999918,0.07999999999999918,-0.3200000000000003
Aymeric Laporte,Spain,282,9.2,9.2,9.2,8.6,9.0,Defensive Stopper,0.16000000000000014,0.16000000000000014,0.16000000000000014,-0.4399999999999995,-0.03999999999999915
Badr Banoun,Morocco,106,5.4,5.4,5.4,5.4,5.1,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.2400000000000011
Bailey Wright,Australia,106,4.9,4.9,4.9,4.9,4.9,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Bartosz Bereszyński,Poland,282,4.8,4.8,4.8,4.8,4.8,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Bartosz Salamon,Poland,282,5.5,5.5,5.5,5.4,5.4,Defensive Stopper,0.040000000000000924,0.040000000000000924,0.040000000000000924,-0.05999999999999872,-0.05999999999999872
Bassam Hisham Al Rawi,Qatar,106,5.8,5.8,5.8,5.8,6.0,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014
Ben Davies,Wales,106,7.1,7.1,7.1,7.1,7.2,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.08000000000000007
Benoît Badiashile Mukinayi,AS Monaco,235,5.7,5.7,5.7,5.7,6.2,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036
Bogdan Racovițan,Romania,282,5.1,5.1,5.1,5.0,5.2,Defensive Stopper,0.0,0.0,0.0,-0.09999999999999964,0.10000000000000053
Boualem Khoukhi,Qatar,106,8.2,8.2,8.2,8.2,7.5,Defensive Stopper,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.14000000000000057,-0.5599999999999987
"Bruno N""Gotty",Bolton Wanderers,44,5.8,5.8,5.8,5.7,6.4,Defensive Stopper,-0.10000000000000053,-0.10000000000000053,-0.10000000000000053,-0.20000000000000018,0.5
Cameron Carter-Vickers,United States,106,5.8,5.8,5.8,5.8,5.7,Defensive Stopper,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.020000000000000462,-0.07999999999999918
Carlos Domínguez Cáceres,Celta Vigo,90,6.0,6.0,6.0,6.0,6.2,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014
Carlos Manuel Martínez Castro,Costa Rica,106,5.1,5.1,5.1,5.1,5.0,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000007
Chancel Mbemba Mangulu,Marseille,235,5.7,5.7,5.7,5.7,6.1,Defensive Stopper,-0.07999999999999918,-0.07999999999999918,-0.07999999999999918,-0.07999999999999918,0.3200000000000003
Chidozie Collins Awaziem,Leganés,42,6.5,6.5,6.5,6.1,6.0,Defensive Stopper,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.22000000000000064,-0.3200000000000003
Chris Riggott,Middlesbrough,44,6.0,6.0,6.0,5.8,5.8,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.1200000000000001,-0.1200000000000001
Christoph Zimmermann,Darmstadt 98,281,6.7,6.7,6.7,6.6,6.6,Defensive Stopper,0.03999999999999915,0.03999999999999915,0.03999999999999915,-0.060000000000001386,-0.060000000000001386
Christophe Hérelle,Stade Brestois,235,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Christopher Jullien,Montpellier,235,5.7,5.7,5.7,5.7,5.5,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.16000000000000014
Christopher Wooh,Rennes,235,6.7,6.7,6.7,6.7,6.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Clément Lenglet,Barcelona,90,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Clément Vidal,AC Ajaccio,235,5.6,5.6,5.6,5.6,5.7,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000096
Cristian Daniel Ansaldi,Genoa,27,9.5,9.5,9.5,9.5,9.4,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000007
Cristian Gabriel Romero,Argentina,106,9.1,9.1,9.1,9.1,8.3,Defensive Stopper,0.15999999999999837,0.15999999999999837,0.15999999999999837,0.15999999999999837,-0.6400000000000006
Cristian Molinaro,Torino,27,5.5,5.5,5.5,5.1,5.6,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.34000000000000075,0.15999999999999925
Cristian Zaccardo,Carpi,27,9.5,9.5,9.5,9.0,9.0,Defensive Stopper,0.1999999999999993,0.1999999999999993,0.1999999999999993,-0.3000000000000007,-0.3000000000000007
Cédric Avinel,AC Ajaccio,235,6.6,6.6,6.6,6.6,6.5,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000007
Cédric Hountondji,Angers,235,6.6,6.6,6.6,6.6,6.3,Defensive Stopper,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.0600000000000005,-0.23999999999999932
Cédric Zesiger,Wolfsburg,281,5.9,5.9,5.9,5.9,6.0,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000007
César Jasib Montes Castro,Mexico,106,8.1,8.1,8.1,8.1,8.0,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000007
Dan-Axel Zagadou,VfB Stuttgart,281,6.0,6.0,6.0,6.0,6.2,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014
Daniel Amartey,Ghana,106,8.2,8.2,8.2,8.2,7.5,Defensive Stopper,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.14000000000000057,-0.5599999999999987
Daniel Pavlovic,Frosinone,27,9.5,9.5,9.5,8.7,9.5,Defensive Stopper,0.16000000000000014,0.16000000000000014,0.16000000000000014,-0.6400000000000006,0.16000000000000014
Daniel Vivian Moreno,Spain,282,6.1,6.1,6.1,5.9,6.1,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.15999999999999925,0.040000000000000036
Danilho Doekhi,Union Berlin,281,6.0,6.0,6.0,6.0,6.1,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Danilo Larangeira,Udinese,27,9.5,9.5,9.5,8.3,9.5,Defensive Stopper,0.2400000000000002,0.2400000000000002,0.2400000000000002,-0.9599999999999991,0.2400000000000002
Danilo Luís Hélio Pereira,Paris Saint-Germain,235,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Danny Higginbotham,Southampton,44,5.8,5.8,5.8,5.7,7.4,Defensive Stopper,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.39999999999999947,1.3000000000000007
Dante Bonfim da Costa Santos,OGC Nice,235,6.7,6.7,6.7,6.7,7.2,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036
David Brekalo,Slovenia,282,4.8,4.8,4.8,4.8,4.8,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
David Costas Cordal,Celta Vigo,4,6.4,6.4,6.4,6.1,6.1,Defensive Stopper,0.11999999999999922,0.11999999999999922,0.11999999999999922,-0.1800000000000015,-0.1800000000000015
David López Silva,Espanyol,4,6.4,6.4,6.4,6.2,6.0,Defensive Stopper,0.1200000000000001,0.1200000000000001,0.1200000000000001,-0.08000000000000007,-0.28000000000000025
David Sommeil,Manchester City,44,5.8,5.8,5.8,5.6,6.3,Defensive Stopper,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,-0.2600000000000007,0.4399999999999995
David Unsworth,Everton,44,5.8,5.8,5.8,5.7,7.2,Defensive Stopper,-0.2599999999999998,-0.2599999999999998,-0.2599999999999998,-0.35999999999999943,1.1400000000000006
Davide Bertoncini,Frosinone,27,9.5,9.5,9.5,8.8,9.5,Defensive Stopper,0.14000000000000057,0.14000000000000057,0.14000000000000057,-0.5599999999999987,0.14000000000000057
Davide Brivio,Atalanta,27,6.9,6.9,6.9,6.7,7.0,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.1800000000000006,0.11999999999999922
Dayotchanculle Upamecano,France,282,9.2,9.2,9.2,9.2,8.4,Defensive Stopper,0.16000000000000014,0.16000000000000014,0.16000000000000014,0.16000000000000014,-0.6399999999999988
Declan Rice,England,106,5.8,5.8,5.8,5.8,5.7,Defensive Stopper,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.020000000000000462,-0.07999999999999918
Dejan Lovren,Croatia,106,9.1,9.1,9.1,9.1,8.5,Defensive Stopper,0.11999999999999922,0.11999999999999922,0.11999999999999922,0.11999999999999922,-0.4800000000000004
Dejan Stefanovic,Portsmouth,44,7.0,7.0,7.0,6.7,7.4,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.3200000000000003,0.3799999999999999
Denis Vavro,Slovakia,282,9.2,9.2,9.2,8.6,9.2,Defensive Stopper,0.120000000000001,0.120000000000001,0.120000000000001,-0.47999999999999865,0.120000000000001
Diego Carlos Santos Silva,Sevilla,42,7.9,7.9,7.9,6.9,8.3,Defensive Stopper,0.11999999999999922,0.11999999999999922,0.11999999999999922,-0.8800000000000008,0.5199999999999996
Diego Roberto Godín Leal,Uruguay,106,6.5,6.5,6.5,6.5,6.3,Defensive Stopper,0.040000000000000924,0.040000000000000924,0.040000000000000924,0.040000000000000924,-0.15999999999999925
Djamel Eddine Mesbah,Sampdoria,27,5.5,5.5,5.5,5.1,5.2,Defensive Stopper,0.13999999999999968,0.13999999999999968,0.13999999999999968,-0.2600000000000007,-0.16000000000000014
Djené Dakonam Ortega,Getafe,90,6.9,6.9,6.9,6.9,6.9,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Dominik Kohr,FSV Mainz 05,281,6.0,6.0,6.0,6.0,6.4,Defensive Stopper,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.3200000000000003
Duje Ćaleta-Car,Marseille,108,6.9,6.9,6.9,6.8,7.0,Defensive Stopper,0.0,0.0,0.0,-0.10000000000000053,0.09999999999999964
Dylan Daniel Mahmoud Bronn,Tunisia,106,6.7,6.7,6.7,6.7,6.8,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Edimilson Fernandes,FSV Mainz 05,281,6.0,6.0,6.0,5.9,6.4,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.15999999999999925,0.34000000000000075
Edinaldo Gomes Pereira,Espanyol,42,6.4,6.4,6.4,6.0,6.8,Defensive Stopper,0.0,0.0,0.0,-0.40000000000000036,0.39999999999999947
Edmond Fayçal Tapsoba,Bayer Leverkusen,281,8.7,8.7,8.7,8.6,8.7,Defensive Stopper,0.02000000000000135,0.02000000000000135,0.02000000000000135,-0.0799999999999983,0.02000000000000135
El Chadaille Bitshiabu,Paris Saint-Germain,235,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Eliaquim Mangala,Saint-Étienne,108,5.5,5.5,5.5,5.5,5.5,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Emir Karic,Darmstadt 98,281,6.0,6.0,6.0,5.9,6.4,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.15999999999999925,0.34000000000000075
Emmanuel Agbadou,Stade de Reims,235,5.6,5.6,5.6,5.6,5.8,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014
Endre Botka,Hungary,282,5.7,5.7,5.7,5.6,5.5,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.040000000000000924,-0.14000000000000057
Eray Ervin Cömert,Switzerland,106,5.2,5.2,5.2,5.2,5.1,Defensive Stopper,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.020000000000000462,-0.08000000000000007
Eric Bertrand Bailly,Marseille,235,5.8,5.8,5.8,5.8,5.8,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Eric Dier,Bayern Munich,281,6.0,6.0,6.0,6.0,6.5,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036
Erick Cathriel Cabaco Almada,Getafe,90,6.0,6.0,6.0,6.0,5.8,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.16000000000000014
Erik Palmer-Brown,Troyes,235,5.7,5.7,5.7,5.7,6.2,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036
Esteban Rodrigo Burgos,Eibar,42,6.4,6.4,6.4,6.0,5.9,Defensive Stopper,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.22000000000000064,-0.3200000000000003
Ezequiel Marcelo Garay,Valencia,4,7.8,7.8,7.8,7.2,7.6,Defensive Stopper,0.16000000000000103,0.16000000000000103,0.16000000000000103,-0.4399999999999986,-0.03999999999999915
Ezri Konsa Ngoyo,England,282,5.4,5.4,5.4,5.3,5.2,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.040000000000000924,-0.14000000000000057
Fabian Lukas Schär,Switzerland,282,9.2,9.2,9.2,8.6,9.2,Defensive Stopper,0.120000000000001,0.120000000000001,0.120000000000001,-0.47999999999999865,0.120000000000001
Fabio Daprelà,Carpi,27,4.6,4.6,4.6,4.5,4.5,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.05999999999999961,-0.05999999999999961
Fabio Della Giovanna,Inter Milan,27,4.5,4.5,4.5,4.5,4.5,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Falaye Sacko,Montpellier,235,5.7,5.7,5.7,5.7,5.6,Defensive Stopper,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.020000000000000462,-0.08000000000000007
Federico Peluso,Sassuolo,27,5.5,5.5,5.5,5.1,5.4,Defensive Stopper,0.09999999999999964,0.09999999999999964,0.09999999999999964,-0.3000000000000007,0.0
Felipe Dias da Silva dal Belo,Udinese,27,9.5,9.5,9.5,9.5,9.0,Defensive Stopper,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.09999999999999964,-0.40000000000000036
Felipe Melo de Carvalho,Inter Milan,27,6.9,6.9,6.9,6.8,6.2,Defensive Stopper,0.16000000000000014,0.16000000000000014,0.16000000000000014,0.05999999999999961,-0.54
Felix Eduardo Torres Caicedo,Ecuador,106,8.2,8.2,8.2,8.2,8.2,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Felix Uduokhai,Augsburg,281,6.9,6.9,6.9,6.9,7.4,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036
Fernando Calero Villa,Real Valladolid,4,8.0,8.0,8.0,7.9,7.7,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.019999999999999574,-0.21999999999999975
Filip Stojilković,Darmstadt 98,281,5.4,5.4,5.4,5.4,5.4,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Fitz Hall,Southampton,44,5.8,5.8,5.8,5.7,6.5,Defensive Stopper,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,-0.21999999999999975,0.5800000000000001
Florent Ogier,Clermont Foot,235,5.6,5.6,5.6,5.6,6.1,Defensive Stopper,-0.10000000000000053,-0.10000000000000053,-0.10000000000000053,-0.10000000000000053,0.39999999999999947
Francisco Javier Calvo Quesada,Costa Rica,106,7.0,7.0,7.0,7.0,7.1,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Frenkie de Jong,Barcelona,90,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Gabriel Armando de Abreu,Valencia,90,6.9,6.9,6.9,6.9,7.2,Defensive Stopper,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,0.23999999999999932
Gabriel Iván Mercado,Sevilla,4,5.6,5.6,5.6,5.5,5.4,Defensive Stopper,0.0600000000000005,0.0600000000000005,0.0600000000000005,-0.03999999999999915,-0.1399999999999988
Gareth Southgate,Middlesbrough,44,7.0,7.0,7.0,6.7,7.4,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.3200000000000003,0.3799999999999999
Gennaro Sardo,Chievo,27,6.2,6.2,6.2,6.4,6.2,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014,-0.040000000000000036
Gerard Piqué Bernabéu,Barcelona,4,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Germán Alejandro Pezzella,Argentina,106,5.4,5.4,5.4,5.4,5.3,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000096
Germán Sánchez Barahona,Granada,90,6.8,6.8,6.8,6.8,7.1,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.2400000000000002
Gernot Trauner,Austria,282,5.6,5.6,5.6,5.5,5.5,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.05999999999999961,-0.05999999999999961
Gerzino Nyamsi,Strasbourg,108,5.9,5.9,5.9,5.9,6.6,Defensive Stopper,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,0.5599999999999987
Gianluca Mancini,Italy,282,5.6,5.6,5.6,5.5,5.3,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.019999999999999574,-0.21999999999999975
Gianpaolo Bellini,Atalanta,27,4.5,4.5,4.5,4.5,4.5,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Giovanni Di Lorenzo,Italy,282,5.6,5.6,5.6,5.5,5.4,Defensive Stopper,0.0600000000000005,0.0600000000000005,0.0600000000000005,-0.03999999999999915,-0.1399999999999988
Giulio Migliaccio,Atalanta,27,4.5,4.5,4.5,4.5,4.5,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Gleison Bremer Silva Nascimento,Brazil,106,5.8,5.8,5.8,5.8,5.5,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.2400000000000002
Gonzalo Cacicedo Verdú,Elche,90,6.1,6.1,6.1,6.1,6.7,Defensive Stopper,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.4800000000000004
Guillermo Alfonso Maripán Loaysa,AS Monaco,235,5.7,5.7,5.7,5.7,5.5,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.16000000000000014
Harold Moukoudi,Saint-Étienne,108,5.8,5.8,5.8,5.8,5.7,Defensive Stopper,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.020000000000000462,-0.07999999999999918
Harry Maguire,England,106,9.1,9.1,9.1,9.1,9.0,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000007
Harry Souttar,Australia,106,9.1,9.1,9.1,9.1,9.1,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Hassan Mohammed Al-Tambakti,Saudi Arabia,106,7.1,7.1,7.1,7.1,7.4,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.2400000000000011
Hiroki Ito,VfB Stuttgart,281,6.0,6.0,6.0,6.0,6.2,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014
Houboulang Mendes,Lorient,108,5.9,5.9,5.9,5.9,6.1,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.15999999999999925
Hrvoje Smolčić,Eintracht Frankfurt,281,5.4,5.4,5.4,5.4,5.4,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Hugo Guillamón Sanmartín,Valencia,90,5.9,5.9,5.9,5.9,6.1,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.15999999999999925
Hugo Mallo Novegil,Celta Vigo,90,6.1,6.1,6.1,6.1,6.4,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.2400000000000011
Héctor Alfredo Moreno Herrera,Mexico,106,8.2,8.2,8.2,8.2,8.3,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000185
Héctor Junior Firpo Adames,Barcelona,42,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Ian Pearce,Fulham,44,5.7,5.7,5.7,5.6,6.1,Defensive Stopper,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,-0.16000000000000103,0.33999999999999897
Ibrahim Amadou,Sevilla,4,5.5,5.5,5.5,5.5,5.4,Defensive Stopper,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.020000000000000462,-0.07999999999999918
Ibrahima Konaté,France,106,8.5,8.5,8.5,8.5,7.9,Defensive Stopper,0.120000000000001,0.120000000000001,0.120000000000001,0.120000000000001,-0.47999999999999865
Igor Bišćan,Liverpool,44,7.0,7.0,7.0,6.7,6.5,Defensive Stopper,0.15999999999999925,0.15999999999999925,0.15999999999999925,-0.14000000000000057,-0.34000000000000075
Igor Zubeldia Elorza,Real Sociedad,90,6.9,6.9,6.9,6.9,7.0,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000007
Illia Zabarnyi,Ukraine,282,8.1,8.1,8.1,7.7,8.4,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.3799999999999999,0.3200000000000003
Isaac Carcelén Valencia,Cádiz,90,6.0,6.0,6.0,6.0,5.8,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.16000000000000014
Ivan Ordets,Bochum,281,6.0,6.0,6.0,5.9,5.8,Defensive Stopper,0.0600000000000005,0.0600000000000005,0.0600000000000005,-0.03999999999999915,-0.13999999999999968
Ivan Rakitić,Barcelona,4,6.4,6.4,6.4,6.1,6.1,Defensive Stopper,0.11999999999999922,0.11999999999999922,0.11999999999999922,-0.1800000000000015,-0.1800000000000015
Iván Ramis Barrios,Eibar,4,6.2,6.2,6.2,6.0,5.7,Defensive Stopper,0.13999999999999968,0.13999999999999968,0.13999999999999968,-0.0600000000000005,-0.3600000000000003
Iván Rodrigo Piris Leguizamón,Udinese,27,9.5,9.5,9.5,9.5,8.8,Defensive Stopper,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.14000000000000057,-0.5599999999999987
Jack Hendry,Scotland,282,8.2,8.2,8.2,7.7,7.8,Defensive Stopper,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.3199999999999994,-0.21999999999999975
Jackson Gabriel Porozo Vernaza,Ecuador,106,5.8,5.8,5.8,5.8,5.5,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.2400000000000002
Jaka Bijol,Slovenia,282,9.2,9.2,9.2,9.2,9.2,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Jakub Piotr Kiwior,Poland,106,9.1,9.1,9.1,9.1,9.1,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Jason Denayer,Lyon,108,6.0,6.0,6.0,6.0,6.0,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Javier Sánchez de Felipe,Real Valladolid,90,6.7,6.7,6.7,6.7,6.9,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014
Jean-Armel Kana-Biyik,Metz,108,5.5,5.5,5.5,5.5,5.5,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Jean-Charles Castelletto,Cameroon,106,6.9,6.9,6.9,6.9,7.2,Defensive Stopper,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,0.23999999999999932
Jean-Clair Todibo,OGC Nice,108,6.8,6.8,6.8,7.1,7.0,Defensive Stopper,-0.10000000000000053,-0.10000000000000053,-0.10000000000000053,0.1999999999999993,0.09999999999999964
Jean-Claude Billong,Clermont Foot,108,5.9,5.9,5.9,5.9,6.3,Defensive Stopper,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.3199999999999994
Jeffrey Gouweleeuw,Augsburg,281,6.9,6.9,6.9,6.9,7.7,Defensive Stopper,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.6399999999999997
Joachim Andersen,Denmark,282,9.2,9.2,9.2,9.2,9.2,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Joaquín Navarro Jiménez,Deportivo Alavés,42,6.4,6.4,6.4,6.0,6.4,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.3200000000000003,0.08000000000000007
John Terry,Chelsea,44,5.7,5.7,5.7,5.6,5.8,Defensive Stopper,-8.881784197001252e-16,-8.881784197001252e-16,-8.881784197001252e-16,-0.10000000000000142,0.09999999999999876
Jonas Hofmann,Bayer Leverkusen,281,5.4,5.4,5.4,5.4,5.3,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000096
Jonathan Fortune,Charlton Athletic,44,5.8,5.8,5.8,5.7,5.5,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.019999999999999574,-0.21999999999999975
Jonathan Gradit,Lens,108,6.9,6.9,6.9,6.9,7.4,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036
Jonathan Tah,Bayer Leverkusen,281,8.7,8.7,8.7,8.5,8.6,Defensive Stopper,0.0600000000000005,0.0600000000000005,0.0600000000000005,-0.1399999999999988,-0.03999999999999915
Jordi Amat Maas,Rayo Vallecano,4,5.9,5.9,5.9,5.8,5.9,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000096,0.019999999999999574
Jorge Andújar Moreno,Levante UD,4,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
