defender,team,season_id,box_defending,aerial_ability,one_v_one,defensive_pressure,ball_progression,cluster_profile,relative_box_defending,relative_aerial_ability,relative_one_v_one,relative_defensive_pressure,relative_ball_progression
Guglielmo Stendardo,Atalanta,27,9.5,9.5,9.5,8.6,7.9,Wing-Back,0.5,0.5,0.5,-0.40000000000000036,-1.0999999999999996
Guram Kashia,Georgia,282,9.2,9.2,9.2,8.6,7.7,Wing-Back,0.41999999999999993,0.41999999999999993,0.41999999999999993,-0.17999999999999972,-1.0799999999999992
Igor Bubnjić,Carpi,27,9.5,9.5,9.5,8.1,8.6,Wing-Back,0.4599999999999991,0.4599999999999991,0.4599999999999991,-0.9400000000000013,-0.4400000000000013
Issa Cissokho,Genoa,27,7.4,7.4,7.4,6.3,6.6,Wing-Back,0.3799999999999999,0.3799999999999999,0.3799999999999999,-0.7200000000000006,-0.4200000000000008
Jan Bednarek,Poland,282,8.2,8.2,8.2,7.7,7.0,Wing-Back,0.33999999999999986,0.33999999999999986,0.33999999999999986,-0.15999999999999925,-0.8599999999999994
Jan Vertonghen,Belgium,106,8.1,8.1,8.1,8.1,7.1,Wing-Back,0.1999999999999993,0.1999999999999993,0.1999999999999993,0.1999999999999993,-0.8000000000000007
Jannik Vestergaard,Denmark,282,9.2,9.2,9.2,8.6,8.1,Wing-Back,0.33999999999999986,0.33999999999999986,0.33999999999999986,-0.2599999999999998,-0.7599999999999998
Jawad El Yamiq,Morocco,106,8.6,8.6,8.6,8.6,7.5,Wing-Back,0.22000000000000064,0.22000000000000064,0.22000000000000064,0.22000000000000064,-0.879999999999999
Jeison Fabián Murillo Cerón,Inter Milan,27,9.5,9.5,9.5,8.4,8.2,Wing-Back,0.4800000000000004,0.4800000000000004,0.4800000000000004,-0.6199999999999992,-0.8200000000000003
Jody Craddock,Wolverhampton Wanderers,44,6.8,6.8,6.8,6.5,6.0,Wing-Back,0.21999999999999975,0.21999999999999975,0.21999999999999975,-0.08000000000000007,-0.5800000000000001
Joe Rodon,Wales,106,8.2,8.2,8.2,8.2,7.0,Wing-Back,0.2400000000000002,0.2400000000000002,0.2400000000000002,0.2400000000000002,-0.9599999999999991
John Stones,England,282,9.2,9.2,9.2,8.6,8.0,Wing-Back,0.35999999999999943,0.35999999999999943,0.35999999999999943,-0.2400000000000002,-0.8399999999999999
Josip Šutalo,Croatia,282,8.3,8.3,8.3,7.8,6.6,Wing-Back,0.4399999999999995,0.4399999999999995,0.4399999999999995,-0.060000000000001386,-1.2600000000000016
José Ignacio Fernández Iglesias,Spain,282,8.0,8.0,8.0,7.6,7.1,Wing-Back,0.2599999999999998,0.2599999999999998,0.2599999999999998,-0.14000000000000057,-0.6400000000000006
José Martín Cáceres Silva,Juventus,27,9.5,9.5,9.5,7.7,7.5,Wing-Back,0.7599999999999998,0.7599999999999998,0.7599999999999998,-1.04,-1.2400000000000002
João Miranda de Souza Filho,Inter Milan,27,9.5,9.5,9.5,8.5,8.6,Wing-Back,0.379999999999999,0.379999999999999,0.379999999999999,-0.620000000000001,-0.5200000000000014
Juan Guilherme Nunes Jesus,Inter Milan,27,9.5,9.5,9.5,9.4,8.0,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,0.22000000000000064,-1.1799999999999997
Kalidou Koulibaly,Napoli,27,9.5,9.5,9.5,8.3,8.3,Wing-Back,0.4800000000000004,0.4800000000000004,0.4800000000000004,-0.7199999999999989,-0.7199999999999989
Kamil Glik,Torino,27,9.5,9.5,9.5,8.1,7.7,Wing-Back,0.6399999999999988,0.6399999999999988,0.6399999999999988,-0.7600000000000016,-1.160000000000001
Kenneth Josiah Omeruo,Leganés,4,6.5,6.5,6.5,6.2,5.8,Wing-Back,0.20000000000000018,0.20000000000000018,0.20000000000000018,-0.09999999999999964,-0.5
Kléper Laveran Lima Ferreira,Portugal,282,9.2,9.2,9.2,8.6,7.9,Wing-Back,0.3800000000000008,0.3800000000000008,0.3800000000000008,-0.21999999999999886,-0.9199999999999982
Konstantinos Manolas,AS Roma,27,9.5,9.5,9.5,7.8,8.1,Wing-Back,0.620000000000001,0.620000000000001,0.620000000000001,-1.0799999999999992,-0.7799999999999994
Kye Rowles,Australia,106,9.1,9.1,9.1,9.1,8.1,Wing-Back,0.1999999999999993,0.1999999999999993,0.1999999999999993,0.1999999999999993,-0.8000000000000007
Lasha Dvali,Georgia,282,9.2,9.2,9.2,8.6,8.4,Wing-Back,0.28000000000000114,0.28000000000000114,0.28000000000000114,-0.3199999999999985,-0.5199999999999978
Leandro Castán da Silva,AS Roma,27,9.5,9.5,9.5,8.8,7.1,Wing-Back,0.620000000000001,0.620000000000001,0.620000000000001,-0.0799999999999983,-1.7799999999999994
Leonardo Blanchard,Frosinone,27,9.5,9.5,9.5,7.8,9.5,Wing-Back,0.33999999999999986,0.33999999999999986,0.33999999999999986,-1.3600000000000003,0.33999999999999986
Leonardo Bonucci,Juventus,27,9.5,9.5,9.5,7.8,9.1,Wing-Back,0.41999999999999993,0.41999999999999993,0.41999999999999993,-1.2800000000000002,0.019999999999999574
Lorenzo Ariaudo,Empoli,27,9.5,9.5,9.5,7.7,8.0,Wing-Back,0.6600000000000001,0.6600000000000001,0.6600000000000001,-1.1399999999999997,-0.8399999999999999
Lorenzo Tonelli,Empoli,27,9.5,9.5,9.5,8.0,8.2,Wing-Back,0.5599999999999987,0.5599999999999987,0.5599999999999987,-0.9400000000000013,-0.740000000000002
Luca Antei,Sassuolo,27,9.4,9.4,9.4,8.3,7.5,Wing-Back,0.5999999999999996,0.5999999999999996,0.5999999999999996,-0.5,-1.3000000000000007
Luca Rossettini,Bologna,27,9.5,9.5,9.5,8.2,9.3,Wing-Back,0.3000000000000007,0.3000000000000007,0.3000000000000007,-1.0,0.10000000000000142
Lucas Digne,AS Roma,27,8.3,8.3,8.3,7.8,6.9,Wing-Back,0.3800000000000008,0.3800000000000008,0.3800000000000008,-0.1200000000000001,-1.0199999999999996
Manuel Obafemi Akanji,Switzerland,282,9.2,9.2,9.2,8.6,8.2,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,-0.27999999999999936,-0.6799999999999997
Marc Guehi,England,282,9.2,9.2,9.2,8.6,7.7,Wing-Back,0.41999999999999993,0.41999999999999993,0.41999999999999993,-0.17999999999999972,-1.0799999999999992
Marcos Alonso Mendoza,Fiorentina,27,8.3,8.3,8.3,7.2,7.8,Wing-Back,0.3200000000000012,0.3200000000000012,0.3200000000000012,-0.7799999999999994,-0.17999999999999972
Marios Oikonomou,Bologna,27,9.5,9.5,9.5,8.2,9.0,Wing-Back,0.35999999999999943,0.35999999999999943,0.35999999999999943,-0.9400000000000013,-0.14000000000000057
Martin Valjent,Mallorca,42,8.0,8.0,8.0,7.0,7.3,Wing-Back,0.34000000000000075,0.34000000000000075,0.34000000000000075,-0.6599999999999993,-0.35999999999999943
Matteo Bianchetti,Hellas Verona,27,9.5,9.5,9.5,9.5,8.6,Wing-Back,0.17999999999999972,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.7200000000000006
Mattia Cassani,Sampdoria,27,9.5,9.5,9.5,8.3,8.9,Wing-Back,0.3600000000000012,0.3600000000000012,0.3600000000000012,-0.8399999999999981,-0.23999999999999844
Matías Agustín Silvestre,Sampdoria,27,9.5,9.5,9.5,8.7,7.7,Wing-Back,0.5199999999999996,0.5199999999999996,0.5199999999999996,-0.28000000000000114,-1.2800000000000002
Maurício dos Santos Nascimento,Lazio,27,9.5,9.5,9.5,8.8,8.1,Wing-Back,0.41999999999999993,0.41999999999999993,0.41999999999999993,-0.27999999999999936,-0.9800000000000004
Michele Camporese,Empoli,27,6.5,6.5,6.5,5.8,5.4,Wing-Back,0.35999999999999943,0.35999999999999943,0.35999999999999943,-0.34000000000000075,-0.7400000000000002
Milan Biševac,Lazio,27,9.5,9.5,9.5,7.7,8.6,Wing-Back,0.5399999999999991,0.5399999999999991,0.5399999999999991,-1.2600000000000007,-0.3600000000000012
Modibo Diakité,Frosinone,27,9.5,9.5,9.5,8.0,8.8,Wing-Back,0.4400000000000013,0.4400000000000013,0.4400000000000013,-1.0599999999999987,-0.259999999999998
Molla Wagué,Udinese,27,9.5,9.5,9.5,9.4,8.1,Wing-Back,0.3000000000000007,0.3000000000000007,0.3000000000000007,0.20000000000000107,-1.0999999999999996
Nenad Tomović,Fiorentina,27,9.5,9.5,9.5,8.4,8.1,Wing-Back,0.5,0.5,0.5,-0.5999999999999996,-0.9000000000000004
Nico Elvedi,Switzerland,106,7.0,7.0,7.0,7.0,6.0,Wing-Back,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,-0.7999999999999998
Nicolás Andrés Burdisso,Genoa,27,9.5,9.5,9.5,7.8,8.4,Wing-Back,0.5600000000000005,0.5600000000000005,0.5600000000000005,-1.1399999999999997,-0.5399999999999991
Nicolás Federico Spolli,Chievo,27,9.5,9.5,9.5,9.1,7.1,Wing-Back,0.5599999999999987,0.5599999999999987,0.5599999999999987,0.15999999999999837,-1.8400000000000016
Nicolás Hernán Otamendi,Argentina,106,9.1,9.1,9.1,9.1,7.7,Wing-Back,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,-1.12
Nicolò Cherubin,Atalanta,27,9.5,9.5,9.5,8.9,8.5,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,-0.27999999999999936,-0.6799999999999997
Niklas Moisander,Sampdoria,27,9.5,9.5,9.5,8.0,8.0,Wing-Back,0.5999999999999996,0.5999999999999996,0.5999999999999996,-0.9000000000000004,-0.9000000000000004
Néstor Alejandro Araújo Razo,Celta Vigo,42,7.5,7.5,7.5,6.6,6.9,Wing-Back,0.2999999999999998,0.2999999999999998,0.2999999999999998,-0.6000000000000005,-0.2999999999999998
Paolo Cannavaro,Sassuolo,27,9.5,9.5,9.5,7.7,8.7,Wing-Back,0.5199999999999996,0.5199999999999996,0.5199999999999996,-1.2800000000000002,-0.28000000000000114
Philippe Mexès,AC Milan,27,9.5,9.5,9.5,7.7,9.3,Wing-Back,0.40000000000000036,0.40000000000000036,0.40000000000000036,-1.3999999999999995,0.20000000000000107
Pontus Jansson,Torino,27,9.5,9.5,9.5,7.7,7.1,Wing-Back,0.8399999999999999,0.8399999999999999,0.8399999999999999,-0.96,-1.5600000000000005
Radu Drăgușin,Romania,282,9.2,9.2,9.2,8.6,8.1,Wing-Back,0.33999999999999986,0.33999999999999986,0.33999999999999986,-0.2599999999999998,-0.7599999999999998
Rafael Tolói,Atalanta,27,9.5,9.5,9.5,8.7,8.8,Wing-Back,0.3000000000000007,0.3000000000000007,0.3000000000000007,-0.5,-0.3999999999999986
Raúl Albiol i Tortajada,Napoli,27,9.5,9.5,9.5,7.8,8.2,Wing-Back,0.5999999999999996,0.5999999999999996,0.5999999999999996,-1.1000000000000005,-0.7000000000000011
Ricardo Iván Rodríguez Araya,Switzerland,282,9.2,9.2,9.2,8.6,8.4,Wing-Back,0.28000000000000114,0.28000000000000114,0.28000000000000114,-0.3199999999999985,-0.5199999999999978
Riccardo Calafiori,Italy,282,8.1,8.1,8.1,7.7,7.0,Wing-Back,0.2999999999999998,0.2999999999999998,0.2999999999999998,-0.09999999999999964,-0.7999999999999998
Roberto Suárez Pier,Levante UD,4,7.9,7.9,7.9,7.3,7.3,Wing-Back,0.23999999999999932,0.23999999999999932,0.23999999999999932,-0.3600000000000012,-0.3600000000000012
Roberto Vitiello,Palermo,27,9.5,9.5,9.5,8.7,8.0,Wing-Back,0.4599999999999991,0.4599999999999991,0.4599999999999991,-0.34000000000000163,-1.040000000000001
Robin Aime Robert Le Normand,Spain,282,9.2,9.2,9.2,8.6,8.2,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,-0.27999999999999936,-0.6799999999999997
Rodrigo Ely,AC Milan,27,6.7,6.7,6.7,5.9,6.0,Wing-Back,0.2999999999999998,0.2999999999999998,0.2999999999999998,-0.5,-0.40000000000000036
Rodrigo Hernández Cascante,Spain,106,9.1,9.1,9.1,9.1,8.0,Wing-Back,0.22000000000000064,0.22000000000000064,0.22000000000000064,0.22000000000000064,-0.879999999999999
Rodrigo Tarín Higón,Leganés,4,7.9,7.9,7.9,7.3,7.4,Wing-Back,0.21999999999999886,0.21999999999999886,0.21999999999999886,-0.38000000000000167,-0.28000000000000114
Rúben Santos Gato Alves Dias,Portugal,282,9.2,9.2,9.2,8.6,8.0,Wing-Back,0.35999999999999943,0.35999999999999943,0.35999999999999943,-0.2400000000000002,-0.8399999999999999
Samir Caetano de Souza Santos,Hellas Verona,27,8.1,8.1,8.1,6.8,6.9,Wing-Back,0.5,0.5,0.5,-0.7999999999999998,-0.6999999999999993
Santiago Juan Gentiletti Selak,Lazio,27,9.5,9.5,9.5,8.9,8.5,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,-0.27999999999999936,-0.6799999999999997
Sebastian De Maio,Genoa,27,9.5,9.5,9.5,9.2,8.6,Wing-Back,0.23999999999999844,0.23999999999999844,0.23999999999999844,-0.060000000000002274,-0.6600000000000019
Sergi Roberto Carnicer,Barcelona,42,8.0,8.0,8.0,7.0,7.4,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,-0.6799999999999997,-0.27999999999999936
Seyed Majid Hosseini,Iran,106,8.3,8.3,8.3,8.3,7.3,Wing-Back,0.20000000000000107,0.20000000000000107,0.20000000000000107,0.20000000000000107,-0.7999999999999998
Sidnei Rechel da Silva Júnior,Real Betis,4,8.0,8.0,8.0,7.4,7.1,Wing-Back,0.2999999999999998,0.2999999999999998,0.2999999999999998,-0.2999999999999998,-0.6000000000000005
Simone Romagnoli,Carpi,27,9.5,9.5,9.5,8.6,8.2,Wing-Back,0.4400000000000013,0.4400000000000013,0.4400000000000013,-0.4599999999999991,-0.8599999999999994
Siniša Anđelković,Palermo,27,9.5,9.5,9.5,8.2,8.0,Wing-Back,0.5599999999999987,0.5599999999999987,0.5599999999999987,-0.740000000000002,-0.9400000000000013
Stefan de Vrij,Netherlands,282,9.2,9.2,9.2,8.6,8.4,Wing-Back,0.28000000000000114,0.28000000000000114,0.28000000000000114,-0.3199999999999985,-0.5199999999999978
Thomas Heurtaux,Udinese,27,9.5,9.5,9.5,8.8,8.5,Wing-Back,0.33999999999999986,0.33999999999999986,0.33999999999999986,-0.35999999999999943,-0.6600000000000001
Uroš Ćosić,Empoli,27,9.5,9.5,9.5,7.7,8.4,Wing-Back,0.5800000000000001,0.5800000000000001,0.5800000000000001,-1.2199999999999998,-0.5199999999999996
Vangelis Moras,Hellas Verona,27,9.5,9.5,9.5,7.8,8.7,Wing-Back,0.5,0.5,0.5,-1.2000000000000002,-0.3000000000000007
Vasco Regini,Sampdoria,27,8.2,8.2,8.2,8.4,6.8,Wing-Back,0.2400000000000002,0.2400000000000002,0.2400000000000002,0.4400000000000013,-1.1599999999999993
Vasyl Pryyma,Frosinone,27,8.7,8.7,8.7,7.2,7.6,Wing-Back,0.5199999999999996,0.5199999999999996,0.5199999999999996,-0.9799999999999995,-0.5800000000000001
Vincent Laurini,Empoli,27,9.5,9.5,9.5,9.3,8.1,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,0.120000000000001,-1.08
Virgil van Dijk,Netherlands,282,9.2,9.2,9.2,8.6,8.5,Wing-Back,0.2599999999999998,0.2599999999999998,0.2599999999999998,-0.33999999999999986,-0.4399999999999995
Vlad Iulian Chiricheș,Napoli,27,9.5,9.5,9.5,7.7,7.6,Wing-Back,0.7399999999999984,0.7399999999999984,0.7399999999999984,-1.0600000000000014,-1.160000000000002
Víctor Ruíz Torre,Villarreal,4,7.9,7.9,7.9,7.3,7.3,Wing-Back,0.23999999999999932,0.23999999999999932,0.23999999999999932,-0.3600000000000012,-0.3600000000000012
Walker Zimmerman,United States,106,8.4,8.4,8.4,8.4,7.5,Wing-Back,0.17999999999999972,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.7200000000000006
Wesley Hoedt,Lazio,27,9.5,9.5,9.5,7.7,9.0,Wing-Back,0.4599999999999991,0.4599999999999991,0.4599999999999991,-1.3400000000000007,-0.040000000000000924
Willi Orban,Hungary,282,8.2,8.2,8.2,7.7,7.5,Wing-Back,0.2400000000000002,0.2400000000000002,0.2400000000000002,-0.2599999999999989,-0.4599999999999991
William Saliba,France,282,9.2,9.2,9.2,8.6,7.5,Wing-Back,0.46000000000000085,0.46000000000000085,0.46000000000000085,-0.1399999999999988,-1.2399999999999984
Wout Faes,Belgium,282,9.2,9.2,9.2,9.1,7.9,Wing-Back,0.28000000000000114,0.28000000000000114,0.28000000000000114,0.1800000000000015,-1.0199999999999978
